trait_level_effects_tables	0
trait_level	effect	effect_scope	value
wh_main_skill_innate_brt_virtue_noble_disdain	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_noble_disdain	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh_main_skill_innate_brt_virtue_penitent	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_penitent	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	3
wh_main_skill_innate_brt_virtue_stoicism	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_stoicism	wh_main_effect_character_stat_mod_morale	character_to_character_own	10
wh_main_skill_innate_chs_archaon_the_everchosen	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	50
wh_main_skill_innate_chs_archaon_the_everchosen	wh_main_effect_unit_stat_mod_ward_save	general_to_force_own	5
wh_main_skill_innate_chs_diabolic_spendour	wh_main_effect_general_aura_mod_all_during_attack	character_to_character_own	10
wh_main_skill_innate_chs_dominance	wh_main_effect_force_unit_stat_melee_attack	general_to_force_own	5
wh_main_skill_innate_chs_kholek_suneater	wh_main_effect_tech_melee_attack_increase_dragon_ogre_saggoths	general_to_force_own	10
wh_main_skill_innate_chs_kholek_suneater	wh_main_effect_tech_upkeep_reduction_dragon_ogres	general_to_force_own	-30
wh_main_skill_innate_chs_prince_sigvald_the_magnificent	wh_main_effect_building_upkeep_reduction_chaos_marauders	general_to_force_own	-60
wh_main_skill_innate_chs_prince_sigvald_the_magnificent	wh_main_effect_hordebuilding_growth_characters	general_to_force_own	3
wh_main_skill_innate_chs_prince_sigvald_the_magnificent	wh_main_effect_tech_unit_xp_levels_marauders	general_to_force_own	3
wh_main_skill_innate_dwf_thorgrim_grudgebearer	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	8
wh_main_skill_innate_dwf_thorgrim_grudgebearer	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	75
wh_main_skill_innate_dwf_ungrim_ironfist	wh2_dlc11_effect_force_slayer_campaign_replenishment_rate	general_to_force_own	30
wh_main_skill_innate_dwf_ungrim_ironfist	wh_main_effect_tech_melee_attack_increase_slayers	general_to_force_own	10
wh_main_skill_innate_dwf_ungrim_ironfist	wh_main_effect_tech_upkeep_cost_reduction_slayers	general_to_force_own	-25
wh_main_skill_innate_emp_balthasar_gelt	wh2_dlc11_effect_magic_gelt_reduce_wom_cost_metal	character_to_character_own	-20
wh_main_skill_innate_emp_balthasar_gelt	wh_main_effect_agent_recruitment_xp_wizard_empire	faction_to_province_own_factionwide	2
wh_main_skill_innate_emp_balthasar_gelt	wh_main_effect_force_army_battle_artillery_damage	general_to_force_own	10
wh_main_skill_innate_emp_karl_franz	wh_main_effect_force_unit_stat_morale	general_to_force_own	8
wh_main_skill_innate_grn_azhag_the_slaughterer	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	8
wh_main_skill_innate_grn_azhag_the_slaughterer	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	75
wh_main_skill_innate_grn_choppa_envy	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	-4
wh_main_skill_innate_grn_grimgor_ironhide	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	30
wh_main_skill_innate_grn_grimgor_ironhide	wh_main_effect_tech_armour_increase_black_orcs	general_to_force_own	10
wh_main_skill_innate_grn_grimgor_ironhide	wh_main_effect_tech_battle_morale_increase_black_orcs	general_to_force_own	12
wh_main_skill_innate_grn_stabba_envy	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	-4
wh_main_skill_innate_vmp_dark_acolyte	wh_main_effect_magic_vampires_cooldown_invocation_of_nehek	character_to_character_own	-10
wh_main_skill_innate_vmp_ghoul_whisperer	wh_main_effect_religion_conversion_undeath	character_to_character_own_provincetext	3
wh_main_skill_innate_vmp_heinrich_kemmler	wh2_dlc11_effect_force_army_campaign_attrition_immunity_land_of_living	general_to_force_own_unseen	1
wh_main_skill_innate_vmp_heinrich_kemmler	wh_dlc08_effect_ability_enable_krell	character_to_character_own	1
wh_main_skill_innate_vmp_heinrich_kemmler	wh_main_effect_agent_recruitment_xp_wizard_vampire_counts	character_to_province_own	2
wh_main_skill_innate_vmp_mannfred_von_carstein	wh_main_effect_force_unit_stat_morale_versus_men	general_to_force_own	10
wh_main_skill_innate_vmp_mannfred_von_carstein	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	30
wh_main_skill_innate_vmp_summon_creatures	wh_main_effect_battle_creatures_of_the_night_unit_size	general_to_force_own	10
wh_pro01_skill_innate_dwf_grombrindal	wh_main_effect_force_all_campaign_reinforcement_range	character_to_character_own_armytext	50
wh_pro01_skill_innate_dwf_grombrindal	wh_main_effect_force_unit_stat_morale	general_to_force_own	10
wh_pro02_skill_innate_vmp_isabella	wh_pro02_effect_vampire_heroes_isabella_trait_attack	general_to_force_own	10
wh_pro02_skill_innate_vmp_isabella	wh_pro02_effect_vampire_heroes_isabella_trait_defence	general_to_force_own	10
wh_pro02_skill_innate_vmp_isabella	wh_pro02_faction_trait_isabella_vlad_dummy	character_to_character_own	15
