cdir_events_dilemma_payloads_tables	2
choice_key	dilemma_key	id	payload_key	value
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	1968032221	TARGET	EVENT
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	1969371032	LOYALTY	AMOUNT[-1]
SECOND	wh_main_chs_the_eye_closes	197	TREASURY	AMOUNT[-10000]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_19	1970	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_def_the_alchemist	1970159826	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_enchanted_item_satchel_of_potions];TARGET_OWNING_FACTION
FIRST	wh2_main_dilemma_loyalty_positive_def_the_dagger	1971220961	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_aventurine_dagger];TARGET_OWNING_FACTION
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_20	1975	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_1	1978	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
FIRST	wh2_dlc11_cst_dilemma_grim_tidings	1979455507	wh2_dlc11_payload_dilemma_grim_tidings_first	DURATION[10]
SECOND	wh2_main_dilemma_encounter_at_sea_4	1980041467	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
FIRST	wh2_main_def_names_of_power_ca_2_spoils	1982605791	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ca_03_khainemarked]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_2	1984	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	198742958	TARGET	EVENT
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	1989450167	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a_first	DURATION[20]
FIRST	wh2_main_lzd_which_hero	1989968714	TARGET	CAPITAL
SECOND	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_1	1991369541	TARGET	EVENT
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_3	1993	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_4	1997	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_5	1999	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
SECOND	wh_dlc08_nor_monster_hunt_7_dilemma_reward	1999224539	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
THIRD	wh2_dlc08_confederate_wh_main_nor_aesling	2000862084	DIPLOMATIC_STANDING	AMOUNT[3]
FOURTH	wh2_main_dilemma_loyalty_positive_def_the_black_council	2002821091	wh2_main_dilemma_loyalty_positive_def_black_council_4	DURATION[3]
FIRST	wh2_main_hef_intrigue_life_in_the_lagoon	20043425	INFLUENCE	AMOUNT[20]
THIRD	wh_dlc07_brt_confederation_parravon	200782350	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_6	2008	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_def_price_of_treachery_1	200914972	LOYALTY	AMOUNT[1]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_7	2014	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	2015324800	wh2_main_payload_morale_all_up	DURATION[20]
FIRST	wh2_dlc09_tmb_dilemma_soulless_sphinx	2015789688	wh2_dlc09_payload_dilemma_soulless_sphinx_first	DURATION[10]
SECOND	wh_dlc08_nor_blood_iron	2017968324	wh_dlc08_payload_blood_iron_second	DURATION[10]
FIRST	wh_main_dwf_a_shameful_display	202	DIPLOMATIC_STANDING	AMOUNT[-2]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_8	2021	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
THIRD	wh2_main_hef_intrigue_wed_to_etiquette	2022204397	TREASURY	AMOUNT[-750]
SECOND	wh2_dlc09_great_vortex_tmb_settra_the_crown_of_nehekhara_stage_3	2025425767	wh2_dlc09_settra_skeleton_rank_payload	DURATION[10]
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_naglfarlings	2026315969	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FOURTH	wh2_main_hef_intrigue_court_of_the_sea	2027652351	INFLUENCE	AMOUNT[28]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_9	2028	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
THIRD	wh2_dlc08_confederate_wh_dlc08_nor_naglfarlings	2028462470	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh2_dlc08_confederate_wh_dlc08_nor_naglfarlings	2029126061	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_dlc08_nor_naglfarlings]
SECOND	wh_dlc07_brt_confederation_bretonnia	2029294498	TEXT_DISPLAY	LOOKUP[dummy_confederate_bretonnia]
SECOND	wh2_main_def_names_of_power_ca_4_sorceress	2029296661	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ca_08_pathguard]
FIRST	wh2_dlc09_agent_choice	2030928600	wh2_dlc09_payload_increase_cap_tomb_prince_hero	DURATION[0];GLOBAL
THIRD	wh2_main_hef_intrigue_wed_to_etiquette	2032943148	INFLUENCE	AMOUNT[10]
SECOND	wh2_main_hef_intrigue_court_of_the_sea	2034044508	DIPLOMATIC_STANDING	AMOUNT[-1]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_10	2035	wh_dlc03_payload_prep_moon_bestial_rage_high	DURATION[3];GLOBAL
THIRD	wh_dlc07_brt_confederation_lyonesse	2035107206	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_11	2037	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_12	2042	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
THIRD	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	2046169076	wh2_main_dilemma_loyalty_positive_skv_loyal_musk_3	DURATION[6]
FIRST	wh2_dlc08_confederate_wh_main_nor_aesling	2046623436	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_main_nor_aesling]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_13	2047	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b	2047151035	TARGET	EVENT
FIRST	wh2_main_dilemma_loyalty_positive_def_the_relic	2047895898	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_skull_helmet];TARGET_OWNING_FACTION
SECOND	wh2_dlc11_dilemma_neo_encounter_at_sea_3_a	2048272429	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure_minor]
FOURTH	wh_dlc08_nor_monster_hunt_4_dilemma_reward	2050650317	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
SECOND	wh_dlc08_nor_eager_for_blood	2052781816	wh_dlc08_payload_eager_for_blood_second	DURATION[10]
THIRD	wh2_main_hef_intrigue_signed_sealed_delivered	2053824765	INFLUENCE	AMOUNT[10]
SECOND	wh2_main_def_names_of_power_co_1_potion	2054473808	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_07_bloodscourge]
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_vanaheimlings	2054710234	DIPLOMATIC_STANDING	AMOUNT[-3]
FOURTH	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	2054865559	TREASURY	AMOUNT[3000]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_14	2056	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_15	2057	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	2059669013	LOYALTY	AMOUNT[-3]
FIRST	wh_dlc08_nor_monster_hunt_1_dilemma_reward	2060157525	wh_dlc08_dummy_crow_allegiance	DURATION[0]
THIRD	wh_dlc08_nor_monster_hunt_5_dilemma_reward	2060334212	wh_dlc08_dummy_hound_allegiance	DURATION[0]
FIRST	wh2_main_def_names_of_power_co_3_smith	2061535578	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_03_poisonblade]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_16	2065	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
FIRST	wh_dlc08_nor_monster_hunt_2_dilemma_reward	2066563016	wh_dlc08_dummy_crow_allegiance	DURATION[0]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_17	2068	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_18	2069	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
SECOND	wh2_main_lzd_which_hero	2069411482	TARGET	CAPITAL
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	2071830225	TARGET	EVENT
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_19	2074	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
SECOND	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	2074511646	INFLUENCE	AMOUNT[-3]
SECOND	wh_dlc03_full_moon_preparations_solar_eclipse_20	2076	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_1	2079	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
FIRST	wh_main_dwf_a_shameful_display	208	TARGET	EVENT
FOURTH	wh2_main_hef_intrigue_they_who_whisper	2080344412	wh2_main_payload_public_order_negative_all_province_factionwide	DURATION[5]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_4_a	2081454297	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_1_c	2083448015	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_2	2084	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
FIRST	wh2_main_lzd_the_greater_good	2086767175	wh2_main_lzd_the_greater_good_first	DURATION[5]
FIRST	wh2_main_dilemma_loyalty_def_contest_of_claws_1	2088216824	LOYALTY	AMOUNT[1]
FIRST	wh2_dlc09_great_vortex_skv_tretch_lucky_skullhelm_stage_3	208912790	GIVE_TRAIT	TRAIT_KEY[wh2_dlc09_trait_benevolence]
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	2089940613	LOYALTY	AMOUNT[1]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_3	2092	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_encounter_at_sea_4	209235114	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_combat_encounter]
FIRST	wh_dlc08_nor_rare_metal	2096720191	wh_dlc08_payload_rare_metal_first	DURATION[10]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_4	2101	wh_dlc03_payload_prep_moon_movement_high	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_def_black_dragon_egg_1	2103484473	TARGET	EVENT
SECOND	wh2_main_def_names_of_power_ca_6_captive	2107939645	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ca_12_the_tormentor]
FIRST	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	2109146485	LOYALTY	AMOUNT[1]
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	2110110308	TARGET	EVENT
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_5	2111	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
SECOND	wh2_dlc08_confederate_wh2_main_nor_aghol	2111651383	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	2115498450	wh_main_effect_campaign_enable_attrition	DURATION[1]
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b	2118288011	TREASURY	AMOUNT[2500]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	2119481844	LOYALTY	AMOUNT[-5]
THIRD	wh2_main_hef_intrigue_they_who_whisper	2119851464	INFLUENCE	AMOUNT[10]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_6	2121	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_7	2122	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
FOURTH	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	2126832359	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus_fourth	DURATION[5]
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b	2126885724	TARGET	EVENT
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_8	2127	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_9	2130	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
FIRST	wh2_dlc11_cst_dilemma_supplies_adrift	2131628957	wh2_dlc11_payload_dilemma_supplies_adrift_first	DURATION[10]
SECOND	wh2_main_dilemma_encounter_at_sea_1	213176765	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
FIRST	wh2_main_lzd_seal_or_strike	2131821232	wh2_main_lzd_seal_or_strike_first	DURATION[5]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_10	2132	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
THIRD	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	2132825463	wh2_main_dilemma_loyalty_positive_def_curse_of_kurnous_3	DURATION[3]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_11	2136	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_12	2140	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
FOURTH	wh2_main_hef_intrigue_the_hunt_and_the_hunter	2140635929	wh2_main_payload_public_order_positive_all_province_factionwide	DURATION[5]
FOURTH	wh2_dlc08_confederate_wh2_main_nor_aghol	2143820519	TREASURY	AMOUNT[1000]
SECOND	wh_main_dwf_a_shameful_display	215	wh_main_payload_event_a_shameful_display_second	DURATION[3]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_13	2150	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_14	2157	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_skv_mine_mine	21592482	ADD_ANCILLARY	RANDOM_ANCILLARY;TARGET_OWNING_FACTION
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_15	2167	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_16	2177	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_skv_so_so_pretty	218100475	LOYALTY	AMOUNT[-5]
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_17	2187	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_18	2196	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_19	2202	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_solar_eclipse_20	2205	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_1	2212	wh_dlc03_payload_prep_moon_unit_exp_high	DURATION[5];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_sunless_seas_1	221246623	LOYALTY	AMOUNT[-1]
FIRST	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	221247370	LOYALTY	AMOUNT[1]
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_2	2213	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_3	2218	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh2_main_hef_intrigue_retainer_of_power	222755541	INFLUENCE	AMOUNT[-12]
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_4	2228	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_5	2232	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_6	2238	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_7	2240	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_def_dark_crag_1	224130520	TREASURY	AMOUNT[-2500]
FIRST	wh2_main_hef_intrigue_in_fighting	224586521	SPAWN_AGENT	AGENT[wizard];AP_FACTOR[1.0]
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_8	2246	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_9	2255	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_10	2258	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_11	2265	wh_dlc03_payload_prep_moon_unit_stats_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_12	2275	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_13	2278	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_14	2284	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_15	2287	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_16	2296	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_17	2303	wh_dlc03_payload_prep_moon_growth_high	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_18	2312	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_19	2314	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_solar_eclipse_20	2317	wh_dlc03_payload_prep_moon_recruit_cost_high	DURATION[3];GLOBAL
FIRST	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	2325	wh_pro01_payload_god_choice_grimnir	DURATION[25];GLOBAL
SECOND	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	2328	wh_pro01_payload_god_choice_valaya	DURATION[25];GLOBAL
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	233001395	TARGET	EVENT
THIRD	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	2334	wh_pro01_payload_god_choice_grungni	DURATION[25];GLOBAL
FOURTH	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	2336	wh_pro01_payload_god_choice_white_dwarf	DURATION[25];GLOBAL
THIRD	wh2_main_hef_intrigue_life_in_the_lagoon	234389048	INFLUENCE	AMOUNT[10]
FIRST	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	2344	wh_pro01_payload_god_choice_grimnir	DURATION[25];GLOBAL
SECOND	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	2349	wh_pro01_payload_god_choice_valaya	DURATION[25];GLOBAL
THIRD	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	2350	wh_pro01_payload_god_choice_grungni	DURATION[25];GLOBAL
FIRST	wh2_dlc11_cst_dilemma_ocean_of_opportunities	235083037	TEXT_DISPLAY	LOOKUP[dummy_ocean_of_opportunities_first]
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	2353	wh_pro01_payload_god_choice_white_dwarf	DURATION[25];GLOBAL
SECOND	wh_dlc08_nor_avalanche	235436029	wh_dlc08_payload_avalanche_second	DURATION[10]
FIRST	wh_pro01_dwf_grombrindal_god_choice_valaya_25	2356	wh_pro01_payload_god_choice_grimnir	DURATION[25];GLOBAL
SECOND	wh_pro01_dwf_grombrindal_god_choice_valaya_25	2362	wh_pro01_payload_god_choice_valaya	DURATION[25];GLOBAL
THIRD	wh_pro01_dwf_grombrindal_god_choice_valaya_25	2367	wh_pro01_payload_god_choice_grungni	DURATION[25];GLOBAL
FIRST	wh_main_dwf_a_grudge_too_far	237	wh_main_payload_event_a_grudge_too_far	DURATION[3]
FOURTH	wh_pro01_dwf_grombrindal_god_choice_valaya_25	2376	wh_pro01_payload_god_choice_white_dwarf	DURATION[25];GLOBAL
FIRST	wh_pro01_dwf_grombrindal_god_choice_grungni_25	2383	wh_pro01_payload_god_choice_grimnir	DURATION[25];GLOBAL
FIRST	wh_dlc07_brt_confederation_parravon	238388049	TEXT_DISPLAY	LOOKUP[dummy_confederate_parravon]
SECOND	wh_pro01_dwf_grombrindal_god_choice_grungni_25	2388	wh_pro01_payload_god_choice_valaya	DURATION[25];GLOBAL
FOURTH	wh2_dlc08_confederate_wh_main_nor_graeling	239130174	TREASURY	AMOUNT[1000]
THIRD	wh_pro01_dwf_grombrindal_god_choice_grungni_25	2398	wh_pro01_payload_god_choice_grungni	DURATION[25];GLOBAL
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grungni_25	2404	wh_pro01_payload_god_choice_white_dwarf	DURATION[25];GLOBAL
FIRST	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	2406	wh_pro01_payload_god_choice_grimnir	DURATION[15];GLOBAL
SECOND	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	2416	wh_pro01_payload_god_choice_valaya	DURATION[15];GLOBAL
THIRD	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	2419	wh_pro01_payload_god_choice_grungni	DURATION[15];GLOBAL
THIRD	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	242740453	wh2_main_dilemma_loyalty_positive_skv_keg_of_doom_3	DURATION[5]
FOURTH	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	2428	wh_pro01_payload_god_choice_white_dwarf	DURATION[15];GLOBAL
FIRST	wh2_dlc09_great_vortex_tmb_settra_the_crown_of_nehekhara_stage_3	243196796	wh2_dlc09_settra_sacrifice_payload	DURATION[10]
FIRST	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	2438	wh_pro01_payload_god_choice_grimnir	DURATION[15];GLOBAL
SECOND	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	2448	wh_pro01_payload_god_choice_valaya	DURATION[15];GLOBAL
THIRD	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	2450	wh_pro01_payload_god_choice_grungni	DURATION[15];GLOBAL
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	2453	wh_pro01_payload_god_choice_white_dwarf	DURATION[15];GLOBAL
FIRST	wh_pro01_dwf_grombrindal_god_choice_valaya_15	2462	wh_pro01_payload_god_choice_grimnir	DURATION[15];GLOBAL
SECOND	wh2_dlc10_sword_of_khaine_pick_or_not	246458102	TEXT_DISPLAY	LOOKUP[dummy_sword_will_be_lost]
SECOND	wh_main_dwf_a_grudge_too_far	247	wh_main_payload_event_a_grudge_too_far	DURATION[3]
SECOND	wh_pro01_dwf_grombrindal_god_choice_valaya_15	2470	wh_pro01_payload_god_choice_valaya	DURATION[15];GLOBAL
THIRD	wh_pro01_dwf_grombrindal_god_choice_valaya_15	2472	wh_pro01_payload_god_choice_grungni	DURATION[15];GLOBAL
FOURTH	wh_pro01_dwf_grombrindal_god_choice_valaya_15	2478	wh_pro01_payload_god_choice_white_dwarf	DURATION[15];GLOBAL
FIRST	wh_pro01_dwf_grombrindal_god_choice_grungni_15	2486	wh_pro01_payload_god_choice_grimnir	DURATION[15];GLOBAL
FIRST	wh2_main_dilemma_loyalty_def_the_purge_1	248682217	LOYALTY	AMOUNT[1]
SECOND	wh_pro01_dwf_grombrindal_god_choice_grungni_15	2491	wh_pro01_payload_god_choice_valaya	DURATION[15];GLOBAL
FIRST	wh_main_dwf_what_would_grungni_do	250	wh_main_payload_event_what_would_grungni_do_first	DURATION[3]
THIRD	wh_pro01_dwf_grombrindal_god_choice_grungni_15	2501	wh_pro01_payload_god_choice_grungni	DURATION[15];GLOBAL
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grungni_15	2509	wh_pro01_payload_god_choice_white_dwarf	DURATION[15];GLOBAL
FIRST	wh_dlc05_wef_the_dreaming_wood	2519	wh_main_payload_chaos_corruption	DURATION[4]
THIRD	wh2_dlc08_confederate_wh_main_nor_graeling	252058883	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh_dlc05_wef_the_dreaming_wood	2521	ADD_ANCILLARY	RANDOM_ANCILLARY;TARGET_OWNING_FACTION
SECOND	wh_main_dwf_what_would_grungni_do	253	DIPLOMATIC_STANDING	AMOUNT[2]
SECOND	wh_dlc05_wef_the_dreaming_wood	2530	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FIRST	wh_dlc05_wef_the_great_stag	2537	wh_dlc05_payload_event_the_great_stag_first	DURATION[4]
SECOND	wh_main_dwf_what_would_grungni_do	254	TARGET	EVENT
SECOND	wh_dlc05_wef_the_great_stag	2540	wh_dlc05_payload_event_the_great_stag_second	DURATION[3]
FIRST	wh_dlc05_wef_the_great_stag	2549	TREASURY	AMOUNT[-750]
FIRST	wh_dlc05_wef_the_fate_of_the_body	2550	wh_dlc05_payload_event_the_fate_of_the_body_first	DURATION[4]
FIRST	wh_main_dwf_besieged_khazid	256	wh_main_payload_event_besieged_khazid_first	DURATION[3]
