audio_metadata_tag_entity_overrides_tables	0
metadata_tag	entity_type	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop
wh2_dlc11_cst_damned_knight	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_Damned_Knights_Scream		Campaign_Individual_Vocalisation_Damned_Knights_Scream	
wh2_dlc11_cst_damned_knight_LH	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_Damned_Knights_Scream		Campaign_Individual_Vocalisation_Damned_Knights_Scream	
wh2_dlc11_cst_deck_gunner_crew	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_cst_zombie_Matched_Scream			
wh2_dlc11_cst_depth_guard	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_Depth_Guard_Matched_Scream			
wh2_dlc11_cst_zombie_mob	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_cst_zombie_Matched_Scream			
wh2_tmb_skeleton	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_tmb_Skeleton_Scream_Special			
wh2_tmb_skeleton_tomb_guard	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_tmb_Skeleton_Scream_Special			
wh2_tmb_ushabti	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_tmb_Ushabti_Scream_Special			
wh_vampire_blood_knights	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_Blood_Knights_Scream		Campaign_Individual_Vocalisation_Blood_Knights_Scream	
wh_vampire_blood_knights_LH	Vocalisation_Humanoid_Male_Matched_Scream	Battle_Individual_Vocalisation_Blood_Knights_Scream_LH		Campaign_Individual_Vocalisation_Blood_Knights_Scream	
wh2_dlc11_cst_Fleet_Ad_male_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_FA_Male_Melee_Swing		Campaign_Individual_Vocalisation_FA_Male_Melee_Swing	
wh2_dlc11_cst_Gunnery_Wight_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Gunnery_Wight_Melee_Swing		Campaign_Individual_Vocalisation_Gunnery_Wight_Melee_Swing	
wh2_dlc11_cst_Harkon_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Luthor_Harkon_Melee_Swing		Campaign_Individual_Vocalisation_Luthor_Harkon_Melee_Swing	
wh2_dlc11_cst_Noctilus_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Noctilus_Melee_Swing		Campaign_Individual_Vocalisation_Noctilus_Melee_Swing	
wh2_dlc11_cst_damned_knight	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Damned_Knights_Swing		Campaign_Individual_Vocalisation_Damned_Knights_Melee_Swing	
wh2_dlc11_cst_damned_knight_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Damned_Knights_Swing		Campaign_Individual_Vocalisation_Damned_Knights_Melee_Swing	
wh2_dlc11_cst_depth_guard	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Depth_Guard_Melee_Swing			
wh2_dlc11_cst_zombie_mob	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_cst_zombie_Melee_Swing			
wh2_dlc_tmb_arkhan_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc_tmb_khatep_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc_tmb_liche_priest_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc_tmb_necrotect_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc_tmb_settra_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc_tmb_tomb_king_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc_tmb_tomb_prince_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_tmb_skeleton	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_tmb_Skeleton_Melee_Swing			
wh2_tmb_skeleton_tomb_guard	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_tmb_Skeleton_Melee_Swing			
wh2_tmb_ushabti	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_tmb_Ushabti_Melee_Swing			
wh_dlc_nor_chaos_shaman_sorcerer_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_empire_balthasar_gelt_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_human_male_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_human_male_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_human_male_LORD_ALT	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_necromancer_male_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_necromancer_male_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_vampire_blood_knights	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Blood_Knights_Swing		Campaign_Individual_Vocalisation_Blood_Knights_Swing	
wh_vampire_blood_knights_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Blood_Knights_Swing_LH		Campaign_Individual_Vocalisation_Blood_Knights_Swing	
wh_vampire_male_LH	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh_vampire_male_LORD	Vocalisation_Humanoid_Male_Melee_Swing	Battle_Individual_Vocalisation_Humanoid_Male_Melee_Swing_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Melee_Swing	
wh2_dlc11_cst_Fleet_Ad_male_LORD	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_FA_Male_Pain		Campaign_Individual_Vocalisation_FA_Male_Pain	
wh2_dlc11_cst_Gunnery_Wight_LH	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Gunnery_Wight_Pain		Campaign_Individual_Vocalisation_Gunnery_Wight_Pain	
wh2_dlc11_cst_Harkon_LORD	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Luthor_Harkon_Pain		Campaign_Individual_Vocalisation_Luthor_Harkon_Pain	
wh2_dlc11_cst_Noctilus_LORD	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Noctilus_Pain		Campaign_Individual_Vocalisation_Noctilus_Pain	
wh2_dlc11_cst_damned_knight	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Damned_Knights_Pain		Campaign_Individual_Vocalisation_Damned_Knights_Pain	
wh2_dlc11_cst_damned_knight_LH	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Damned_Knights_Pain		Campaign_Individual_Vocalisation_Damned_Knights_Pain	
wh2_dlc11_cst_depth_guard	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Depth_Guard_Pain			
wh2_dlc11_cst_zombie_mob	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_cst_zombie_Pain			
wh2_tmb_skeleton	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_tmb_Skeleton_Pain			
wh2_tmb_skeleton_tomb_guard	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_tmb_Skeleton_Pain			
wh2_tmb_ushabti	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_tmb_Ushabti_Pain			
wh_vampire_blood_knights	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Blood_Knights_Pain		Campaign_Individual_Vocalisation_Blood_Knights_Pain	
wh_vampire_blood_knights_LH	Vocalisation_Humanoid_Male_Pain	Battle_Individual_Vocalisation_Blood_Knights_Pain		Campaign_Individual_Vocalisation_Blood_Knights_Pain	
wh2_dlc11_cst_Fleet_Ad_male_LORD	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_FA_Male_Push_Pull		Campaign_Individual_Vocalisation_FA_Male_Push_Pull	
wh2_dlc11_cst_Gunnery_Wight_LH	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Gunnery_Wight_Push_Pull		Campaign_Individual_Vocalisation_Gunnery_Wight_Push_Pull	
wh2_dlc11_cst_Harkon_LORD	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Luthor_Harkon_Melee_Swing		Campaign_Individual_Vocalisation_Luthor_Harkon_Push_Pull	
wh2_dlc11_cst_Noctilus_LORD	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Noctilus_Push_Pull		Campaign_Individual_Vocalisation_Noctilus_Push_Pull	
wh2_dlc11_cst_damned_knight	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Damned_Knights_Swing		Campaign_Individual_Vocalisation_Damned_Knights_Melee_Swing	
wh2_dlc11_cst_damned_knight_LH	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Damned_Knights_Swing		Campaign_Individual_Vocalisation_Damned_Knights_Melee_Swing	
wh2_dlc11_cst_depth_guard	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Depth_Guard_Push_Pull			
wh2_dlc11_cst_zombie_mob	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_cst_zombie_Pull_Push			
wh2_tmb_skeleton	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_tmb_Skeleton_Push_Pull			
wh2_tmb_skeleton_tomb_guard	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_tmb_Skeleton_Push_Pull			
wh_vampire_blood_knights	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Blood_Knights_Swing		Campaign_Individual_Vocalisation_Blood_Knights_Swing	
wh_vampire_blood_knights_LH	Vocalisation_Humanoid_Male_Pull_Push	Battle_Individual_Vocalisation_Blood_Knights_Swing		Campaign_Individual_Vocalisation_Blood_Knights_Swing	
wh2_dlc11_cst_Fleet_Ad_male_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_FA_Male_Roar		Campaign_Individual_Vocalisation_FA_Male_Roar	
wh2_dlc11_cst_Gunnery_Wight_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Gunnery_Wight_Roar		Campaign_Individual_Vocalisation_Gunnery_Wight_Roar	
wh2_dlc11_cst_Harkon_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Luthor_Harkon_Roar		Campaign_Individual_Vocalisation_Luthor_Harkon_Roar	
wh2_dlc11_cst_Noctilus_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Noctilus_Roar		Campaign_Individual_Vocalisation_Noctilus_Roar	
wh2_dlc11_cst_damned_knight	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Damned_Knights_Roar		Campaign_Individual_Vocalisation_Damned_Knights_Roar	
wh2_dlc11_cst_damned_knight_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Damned_Knights_Roar		Campaign_Individual_Vocalisation_Damned_Knights_Roar	
wh2_dlc11_cst_deck_gunner_crew	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_cst_zombie_Roar			
wh2_dlc11_cst_depth_guard	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Depth_Guard_Roar			
wh2_dlc11_cst_zombie_mob	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_cst_zombie_Roar			
wh2_dlc_tmb_arkhan_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc_tmb_khatep_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc_tmb_liche_priest_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc_tmb_necrotect_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc_tmb_settra_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc_tmb_tomb_king_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc_tmb_tomb_prince_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_tmb_skeleton	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_tmb_Skeleton_Scream			
wh2_tmb_skeleton_tomb_guard	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_tmb_Skeleton_Scream			
wh2_tmb_ushabti	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_tmb_Ushabti_Scream			
wh_dlc_nor_chaos_shaman_sorcerer_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_empire_balthasar_gelt_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_human_male_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_human_male_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_human_male_LORD_ALT	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_necromancer_male_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_necromancer_male_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_vampire_blood_knights	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Blood_Knights_Roar		Campaign_Individual_Vocalisation_Blood_Knights_Roar	
wh_vampire_blood_knights_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Blood_Knights_Roar_LH		Campaign_Individual_Vocalisation_Blood_Knights_Roar	
wh_vampire_male_LH	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh_vampire_male_LORD	Vocalisation_Humanoid_Male_Roar	Battle_Individual_Vocalisation_Humanoid_Male_Roar_LH		Campaign_Individual_Vocalisation_Humanoid_Male_Roar	
wh2_dlc11_cst_Fleet_Ad_male_LORD	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_FA_Male_Scream		Campaign_Individual_Vocalisation_FA_Male_Scream	
wh2_dlc11_cst_Gunnery_Wight_LH	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Gunnery_Wight_Scream		Campaign_Individual_Vocalisation_Gunnery_Wight_Scream	
wh2_dlc11_cst_Harkon_LORD	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Luthor_Harkon_Scream		Campaign_Individual_Vocalisation_Luthor_Harkon_Scream	
wh2_dlc11_cst_Noctilus_LORD	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Noctilus_Scream		Campaign_Individual_Vocalisation_Noctilus_Scream	
wh2_dlc11_cst_damned_knight	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Damned_Knights_Scream		Campaign_Individual_Vocalisation_Damned_Knights_Scream	
wh2_dlc11_cst_damned_knight_LH	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Damned_Knights_Scream		Campaign_Individual_Vocalisation_Damned_Knights_Scream	
wh2_dlc11_cst_depth_guard	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Depth_Guard_Scream			
wh2_dlc11_cst_zombie_mob	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_cst_zombie_Scream			
wh2_tmb_skeleton	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_tmb_Skeleton_Scream			
wh2_tmb_skeleton_tomb_guard	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_tmb_Skeleton_Scream			
wh2_tmb_ushabti	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_tmb_Ushabti_Scream			
wh_vampire_blood_knights	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Blood_Knights_Scream		Campaign_Individual_Vocalisation_Blood_Knights_Scream	
wh_vampire_blood_knights_LH	Vocalisation_Humanoid_Male_Scream	Battle_Individual_Vocalisation_Blood_Knights_Scream_LH		Campaign_Individual_Vocalisation_Blood_Knights_Scream	
wh2_dragon_large_hydra_ror	Vocalisation_Hydra_Dragon_Breath_Start	Battle_Group_Small_Arms_Dragon_Breath_Ice_Multi_Single_Start			
wh2_slann	Vocalisation_Lord_Mazdamundi_Death	Battle_Individual_Vocalisation_Slann_Death		Campaign_Individual_Vocalisation_Slann_Death	
wh2_slann	Vocalisation_Lord_Mazdamundi_Idle	Battle_Individual_Vocalisation_Slann_Idle		Campaign_Individual_Vocalisation_Slann_Idle	
wh2_slann	Vocalisation_Lord_Mazdamundi_Melee_Swing	Battle_Individual_Vocalisation_Slann_Melee_Swing		Campaign_Individual_Vocalisation_Slann_Melee_Swing	
wh2_slann	Vocalisation_Lord_Mazdamundi_Pain	Battle_Individual_Vocalisation_Slann_Pain		Campaign_Individual_Vocalisation_Slann_Pain	
wh2_slann	Vocalisation_Lord_Mazdamundi_Roar	Battle_Individual_Vocalisation_Slann_Roar		Campaign_Individual_Vocalisation_Slann_Roar	
wh2_slann	Vocalisation_Lord_Mazdamundi_Scream	Battle_Individual_Vocalisation_Slann_Scream		Campaign_Individual_Vocalisation_Slann_Scream	
wh2_tmb_carrion	Vocalisation_Medium_Bird_Chirps	Battle_Individual_Vocalisation_tmb_Carrion_Idle			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Death	Battle_Individual_Vocalisation_tmb_Carrion_Death			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Chirps	Battle_Individual_Vocalisation_tmb_Carrion_Idle			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Death	Battle_Individual_Vocalisation_tmb_Carrion_Death			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Melee_Attack	Battle_Individual_Vocalisation_tmb_Carrion_Attack			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Pain	Battle_Individual_Vocalisation_tmb_Carrion_Pain			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Scream	Battle_Individual_Vocalisation_tmb_Carrion_Scream			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Squawk_Flying	Battle_Individual_Vocalisation_tmb_Carrion_Squawk_flying			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Idle_Squawk	Battle_Individual_Vocalisation_tmb_Carrion_Squawk			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Melee_Attack	Battle_Individual_Vocalisation_tmb_Carrion_Attack			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Pain	Battle_Individual_Vocalisation_tmb_Carrion_Pain			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Scream	Battle_Individual_Vocalisation_tmb_Carrion_Scream			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Squawk_Flying	Battle_Individual_Vocalisation_tmb_Carrion_Squawk			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Squawk_Quiet	Battle_Individual_Vocalisation_tmb_Carrion_Squawk_Quiet			
wh2_tmb_carrion	Vocalisation_Medium_Bird_Squawk	Battle_Individual_Vocalisation_tmb_Carrion_Squawk			
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Breath_Moving	Battle_Individual_Vocalisation_Mourngul_Haunter_Running		Campaign_Individual_Vocalisation_Mourngul_Running	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Breath	Battle_Individual_Vocalisation_Mourngul_Haunter_Breath		Campaign_Individual_Vocalisation_Mourngul_Breath	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Combat_Idle_Long	Battle_Individual_Vocalisation_Mourngul_Haunter_Combat_Idle_Long		Campaign_Individual_Vocalisation_Mourngul_Combat_Idle_Long	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Combat_Idle_Short	Battle_Individual_Vocalisation_Mourngul_Haunter_Combat_Idle_Short		Campaign_Individual_Vocalisation_Mourngul_Combat_Idle_Short	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Combat_Scream	Battle_Individual_Vocalisation_Mourngul_Haunter_Combat_Scream		Campaign_Individual_Vocalisation_Mourngul_Combat_Scream	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Death	Battle_Individual_Vocalisation_Mourngul_Haunter_Death		Campaign_Individual_Vocalisation_Mourngul_Death	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Idle_Long_LH_only	Battle_Individual_Vocalisation_Mourngul_Haunter_Idle_Long		Campaign_Individual_Vocalisation_Mourngul_Idle_Long	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Idle_Long	Battle_Individual_Vocalisation_Mourngul_Haunter_Idle_Long		Campaign_Individual_Vocalisation_Mourngul_Idle_Long	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Idle_Melee	Battle_Individual_Vocalisation_Mourngul_Haunter_Idle_Melee		Campaign_Individual_Vocalisation_Mourngul_Idle_Melee	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Idle_Scream	Battle_Individual_Vocalisation_Mourngul_Haunter_Idle_Scream		Campaign_Individual_Vocalisation_Mourngul_Idle_Scream	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Idle_Short	Battle_Individual_Vocalisation_Mourngul_Haunter_Idle_Short		Campaign_Individual_Vocalisation_Mourngul_Idle_Short	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Melee_Down	Battle_Individual_Vocalisation_Mourngul_Haunter_Melee_Swing_down		Campaign_Individual_Vocalisation_Mourngul_Melee_Swing_down	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Melee_LOUD	Battle_Individual_Vocalisation_Mourngul_Haunter_Melee_Swing_LOUD		Campaign_Individual_Vocalisation_Mourngul_Melee_Swing_LOUD	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Melee_Up	Battle_Individual_Vocalisation_Mourngul_Haunter_Melee_Swing_up		Campaign_Individual_Vocalisation_Mourngul_Melee_Swing_up	
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Pain	Battle_Individual_Vocalisation_Mourngul_Haunter_Pain		Campaign_Individual_Vocalisation_Mourngul_Pain	
wh_orc_LH	Vocalisation_Orc_Melee_Swing	Battle_Individual_Vocalisation_Orc_Melee_Swing_LH		Campaign_Individual_Vocalisation_Orc_Melee_Swing	
wh_orc_LORD	Vocalisation_Orc_Melee_Swing	Battle_Individual_Vocalisation_Orc_Melee_Swing_LH		Campaign_Individual_Vocalisation_Orc_Melee_Swing	
wh_orc_LH	Vocalisation_Orc_Roar	Battle_Individual_Vocalisation_Orc_Roar_LH		Campaign_Individual_Vocalisation_Orc_Roar	
wh_orc_LORD	Vocalisation_Orc_Roar	Battle_Individual_Vocalisation_Orc_Roar_LH		Campaign_Individual_Vocalisation_Orc_Roar	
wh2_rat_ogre_LH	Vocalisation_Rat_Ogre_Breath_Walk	Battle_Individual_Vocalisation_Bonebreaker_Breath_Walk		Campaign_Individual_Vocalisation_Rat_Ogre_Breath_Walk	
wh2_rat_ogre_LH	Vocalisation_Rat_Ogre_Death	Battle_Individual_Vocalisation_Bonebreaker_Death		Campaign_Individual_Vocalisation_Rat_Ogre_Death	
wh2_rat_ogre_LH	Vocalisation_Rat_Ogre_Grunt	Battle_Individual_Vocalisation_Bonebreaker_Grunt		Campaign_Individual_Vocalisation_Rat_Ogre_Grunt	
wh2_rat_ogre_LH	Vocalisation_Rat_Ogre_Idle_Death	Battle_Individual_Vocalisation_Bonebreaker_Idle_Death		Campaign_Individual_Vocalisation_Rat_Ogre_Idle_Death	
wh2_rat_ogre_LH	Vocalisation_Rat_Ogre_Idle_Grunt	Battle_Individual_Vocalisation_Bonebreaker_Grunt		Campaign_Individual_Vocalisation_Rat_Ogre_Grunt	
wh2_rat_ogre_LH	Vocalisation_Rat_Ogre_Idle_Melee_Attack	Battle_Individual_Vocalisation_Bonebreaker_Melee_Attack		Campaign_Individual_Vocalisation_Rat_Ogre_Melee_Attack	
