culture_settlement_occupation_options_tables	8
option	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	id	tooltip	icon	base_loot	building_loot_mod
occupation_decision_colonise		0		0	wh2_main_sc_teb_teb_occupation_decision_colonise		0	859	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_teb_teb_occupation_decision_do_nothing		0	860	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_resettle		0	860350450	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_occupy		0	865416480	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_teb_teb_occupation_decision_loot		0	866	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_occupy		0	870148585	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh_occupation_decision_norsca_occupy_outpost		0	87057800	Establish Ruined Outpost||You occupy this ruin and establish a Ruined Outpost there.	outpost	0	1
occupation_decision_occupy		0		0	wh2_main_sc_teb_teb_occupation_decision_occupy		0	874	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_colonise		0	877613312	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_teb_teb_occupation_decision_raze_without_occupy		0	883	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_teb_teb_occupation_decision_resettle		0	889	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_teb_teb_occupation_decision_sack		0	895	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_do_nothing		0	897029428	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_colonise		0	902372745	Colonise||Settle your troops.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_colonise		0	906	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_scourge_of_aquitaine_occupation_decision_loot		0	910198734	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_colonise		0	912681004	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_do_nothing		0	915	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_colonise		0	917506445	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_loot		0	924	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_occupy		0	925419284	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_do_nothing		0	929122508	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_occupy		0	930	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_vassal		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_vassal		0	93506440	Subjugate||You become the master of the conquered faction and they become your vassal, paying tribute each turn. All captives are enslaved.	enslave	0	1
occupation_decision_colonise		0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_colonise		0	93823244	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_raze_without_occupy		0	939	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_occupy	wh2_occupation_decission_occupy	0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_occupy		0	946502278	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_resettle		0	948	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_raze_without_occupy		0	95325896	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_sack		0	956	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise		0		0	wh_occupation_decision_norsca_occupy		0	957672264	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy	wh2_occupation_decission_occupy	0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_occupy		0	960009275	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_treasure_hunt		0	960846971	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_do_nothing		0	962958990	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_resettle		0	964082100	Resettle||With no regions currently under your control you have the option to settle your army here.	colonise	0	1
occupation_decision_vassal		0		0	wh2_main_sc_vmp_vampire_counts_occupation_decision_vassal		0	965	Subjugate||You become the master of the conquered faction, and they become your vassal, paying tribute each turn. All captives are enslaved.	enslave	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_resettle		0	968262900	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
