building_level_armed_citizenry_junctions_tables	1
wh2_main_special_fortress_gate_griffon_untainted_4	87140	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_4	87141	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_4	87148	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_4	87149	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_4	87152	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_4	87157	wh_main_brt_cav_pegasus_knights
wh2_main_special_fortress_gate_griffon_untainted_4	87161	wh_main_brt_cav_pegasus_knights
wh2_main_special_fortress_gate_griffon_untainted_4	87165	wh_main_brt_cav_grail_knights
wh2_main_special_fortress_gate_eagle_cst_5	871702055	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_hexoatl_other_lzd_3	871707133	wh2_main_lzd_cav_cold_ones_1
wh2_main_special_fortress_gate_griffon_untainted_4	87172	wh_main_brt_inf_men_at_arms
wh2_main_rogue_settlement_major_3	871733861	wh_dlc01_chs_inf_chaos_warriors_2
wh2_main_special_settlement_gaean_vale_skv_5	871733865	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_special_fortress_gate_griffon_untainted_5	87174	wh_main_brt_art_field_trebuchet
wh2_main_lzd_outpostnorsca_major_2	871777683	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_settlement_lahmia_brt_2	871790305	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_5	87180	wh_main_brt_art_field_trebuchet
wh2_main_special_settlement_gaean_vale_brt_3	871818702	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_5	87183	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_5	87188	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_5	87190	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_5	87199	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_5	87206	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_fortress_gate_griffon_untainted_5	87211	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_fortress_gate_griffon_untainted_5	87216	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_5	87217	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_5	87218	wh_main_brt_inf_peasant_bowmen
wh2_main_special_fortress_gate_griffon_untainted_5	87228	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_itza_def_3	872291760	wh2_main_def_inf_darkshards_1
wh2_main_special_fortress_gate_griffon_untainted_5	87235	wh_main_brt_inf_peasant_bowmen
wh2_dlc09_special_settlement_eight_peaks_tmb_2	872394389	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_special_mousillon_merovech	872413973	wh_main_vmp_inf_grave_guard_1
wh2_main_special_fortress_gate_griffon_untainted_5	87243	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_5	87244	wh_main_brt_cav_pegasus_knights
wh2_main_special_fortress_gate_griffon_untainted_5	87250	wh_main_brt_cav_pegasus_knights
wh2_main_special_fortress_gate_griffon_untainted_5	87252	wh_main_brt_cav_grail_knights
wh2_main_special_fortress_gate_griffon_untainted_5	87261	wh_main_brt_inf_men_at_arms
wh2_dlc09_special_settlement_pyramid_of_nagash_def_4	872633181	wh2_main_def_cha_death_hag_0
wh2_main_special_settlement_drakenhof_cst_5	872646129	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_the_awakening_dwf_1	872666796	wh_main_dwf_inf_miners_0
wh2_main_special_fortress_gate_griffon_untainted_5	87268	wh_main_brt_cav_grail_knights
wh2_main_special_settlement_itza_other_lzd_2	872716873	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_5	87275	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_fortress_gate_griffon_hef_1	87276	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_1	87283	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_1	87284	wh2_main_hef_inf_archers_0
wh2_main_special_fortress_gate_griffon_hef_1	87287	wh2_main_hef_inf_archers_0
wh2_main_special_fortress_gate_griffon_hef_1	87295	wh2_main_hef_cha_noble_0
wh2_main_special_fortress_gate_griffon_hef_1	87302	wh2_main_hef_inf_spearmen_0
wh2_main_special_fortress_gate_griffon_hef_1	87308	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_sartosa_hef_3	873101907	wh2_main_hef_mon_great_eagle
wh2_main_special_fortress_gate_griffon_hef_1	87313	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_lahmia_emp_5	873164169	wh_main_emp_inf_greatswords
wh2_main_special_settlement_khemri_cst_3	873166215	wh2_dlc11_cst_inf_syreens
wh2_main_special_settlement_the_awakening_skv_5	873175952	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_special_fortress_gate_griffon_hef_1	87321	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_1	87324	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_1	87325	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_1	87332	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_2	87340	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_2	87350	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_settlement_altdorf_norsca_5	873517586	wh_dlc08_nor_inf_marauder_berserkers_0
wh2_main_special_fortress_gate_griffon_hef_2	87352	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_2	87356	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_2	87365	wh2_main_hef_cha_noble_0
wh2_main_special_fortress_gate_griffon_hef_2	87369	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_eight_peaks_skv_3	873694737	wh2_main_skv_inf_death_runners_0
wh2_main_special_fortress_gate_griffon_hef_2	87375	wh2_main_hef_inf_spearmen_0
wh2_main_special_fortress_gate_griffon_hef_2	87377	wh2_main_hef_inf_spearmen_0
wh2_main_special_fortress_gate_griffon_hef_2	87386	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_2	87395	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_2	87403	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_2	87409	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_2	87418	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_hef_2	87424	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_hef_3	87425	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_3	87427	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_3	87428	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_3	87430	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_3	87439	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_3	87441	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_fortress_gate_griffon_hef_3	87447	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_fortress_gate_griffon_hef_3	87448	wh2_main_hef_inf_gate_guard
wh2_main_skv_outpostnorsca_major_4_coast	874487642	wh2_main_skv_inf_skavenslave_slingers_0
wh2_main_special_fortress_gate_griffon_hef_3	87452	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_3	87457	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_3	87462	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_3	87469	wh2_main_hef_cha_noble_0
wh2_main_special_fortress_gate_griffon_hef_3	87473	wh2_main_hef_cav_silver_helms_1
wh2_main_rogue_settlement_major_coast_2	874790788	wh_main_brt_cav_mounted_yeomen_0
wh2_main_special_settlement_skavenblight_4	874797343	wh2_main_skv_cha_warlock_engineer
wh2_main_special_fortress_gate_griffon_cst_5	87481435	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_main_special_fortress_gate_griffon_hef_3	87483	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_hef_3	87491	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_settlement_lahmia_def_4	874927653	wh2_main_def_inf_darkshards_1
wh2_main_special_fortress_gate_griffon_hef_3	87496	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_fortress_gate_griffon_hef_4	87502	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_4	87503	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_4	87505	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_4	87508	wh2_main_hef_inf_archers_1
wh2_main_special_settlement_hellpit_other_5	875095130	wh_main_grn_inf_night_goblin_fanatics
wh2_main_special_fortress_gate_griffon_hef_4	87517	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_4	87522	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_settlement_itza_skv_2	875230519	wh2_main_skv_mon_rat_ogres
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	875262502	wh_main_emp_inf_crossbowmen
wh2_main_special_fortress_gate_griffon_hef_4	87530	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_rogue_settlement_minor_1	875302319	wh_dlc02_vmp_cav_blood_knights_0
wh2_main_special_fortress_gate_griffon_hef_4	87532	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_4	87536	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_4	87539	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_4	87542	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_4	87544	wh2_main_hef_cha_noble_0
wh_main_nor_settlement_minor_3_coast	875473953	wh_dlc08_nor_inf_marauder_hunters_0
wh2_main_special_fortress_gate_griffon_hef_4	87550	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_hef_4	87556	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_hef_4	87564	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_special_fortress_gate_griffon_hef_4	87569	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_special_settlement_lahmia_lzd_5	875718426	wh2_main_lzd_mon_kroxigors
wh_main_grn_outpostnorsca_major_4	875738767	wh_main_grn_inf_night_goblin_archers
wh2_main_special_fortress_gate_griffon_hef_4	87574	wh2_main_hef_mon_great_eagle
wh2_main_special_fortress_gate_griffon_hef_4	87576	wh2_main_hef_mon_great_eagle
wh2_main_rogue_outpostnorsca_minor_coast_1	875778273	wh_main_chs_cav_chaos_knights_1
wh2_main_special_fortress_gate_griffon_hef_5	87581	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_5	87591	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_fortress_gate_griffon_hef_5	87594	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_5	87596	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_griffon_hef_5	87598	wh2_main_hef_inf_archers_1
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_5	876011425	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_griffon_hef_5	87605	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_fortress_gate_griffon_hef_5	87610	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_special_fortress_gate_griffon_hef_5	87614	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_5	87615	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_5	87616	wh2_main_hef_inf_gate_guard
wh_main_emp_outpostnorsca_minor_3	876230764	wh_main_emp_cha_captain_0
wh2_main_special_fortress_gate_griffon_hef_5	87625	wh2_main_hef_inf_gate_guard
wh2_main_special_fortress_gate_griffon_hef_5	87626	wh2_main_hef_cha_noble_0
wh2_main_special_fortress_gate_griffon_hef_5	87627	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_hef_5	87628	wh2_main_hef_cav_silver_helms_1
wh2_dlc11_cst_outpostnorsca_major_4	876314545	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_main_special_settlement_the_awakening_norsca_5	876347083	wh_main_nor_inf_chaos_marauders_1
wh2_main_special_fortress_gate_griffon_hef_5	87635	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_special_fortress_gate_griffon_hef_5	87645	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_special_settlement_altdorf_norsca_4	876471884	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_fortress_gate_griffon_hef_5	87653	wh2_main_hef_mon_great_eagle
wh2_dlc11_cst_outpostnorsca_minor_2	876539894	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_main_special_fortress_gate_griffon_hef_5	87654	wh2_main_hef_mon_great_eagle
wh2_main_special_settlement_kislev_def_4	876545957	wh2_main_def_cha_death_hag_0
wh2_main_special_fortress_gate_griffon_hef_5	87659	wh2_main_hef_cav_silver_helms_1
wh2_main_special_fortress_gate_griffon_untainted_5	87666	wh2_main_def_mon_black_dragon
wh2_main_special_fortress_gate_griffon_untainted_1	87670	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_1	87671	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_1	87680	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_1	87689	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_special_fortress_gate_unicorn_cst_5	876898729	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_dlc09_special_settlement_altdorf_tmb_3	876973935	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_fortress_gate_griffon_untainted_1	87698	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_special_settlement_colony_major_other_3	877006170	wh_dlc07_brt_inf_foot_squires_0
wh2_main_special_fortress_gate_griffon_untainted_1	87702	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_special_fortress_gate_griffon_untainted_1	87706	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_fortress_gate_griffon_untainted_1	87707	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_fortress_gate_griffon_untainted_1	87711	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_fortress_gate_griffon_untainted_1	87712	wh2_main_lzd_inf_skink_cohort_0
wh_main_brt_settlement_minor_3_coast	877160750	wh_main_brt_cav_mounted_yeomen_0
wh2_main_special_fortress_gate_griffon_untainted_1	87720	wh2_main_lzd_mon_terradon_0
wh2_main_special_fortress_gate_griffon_untainted_1	87724	wh2_main_lzd_mon_terradon_0
wh2_main_rogue_outpostnorsca_major_3	877297985	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_fortress_gate_griffon_untainted_2	87730	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_2	87737	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_2	87738	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_2	87743	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_settlement_skavenblight_3	877452430	wh2_main_skv_mon_rat_ogres
wh2_main_special_fortress_gate_griffon_untainted_2	87747	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_2	87752	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_2	87759	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_settlement_castle_drakenhof_skv_2	877633350	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_griffon_untainted_2	87768	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_fortress_gate_griffon_untainted_2	87770	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_fortress_gate_griffon_untainted_2	87773	wh2_main_lzd_inf_skink_cohort_0
wh2_main_rogue_outpostnorsca_minor_3	877768623	wh_main_emp_inf_halberdiers
wh2_main_special_fortress_gate_griffon_untainted_2	87779	wh2_main_lzd_mon_terradon_0
wh2_main_rogue_outpostnorsca_major_coast_3	87785431	wh_dlc05_wef_inf_deepwood_scouts_1
wh2_main_special_fortress_gate_griffon_untainted_2	87787	wh2_main_lzd_mon_terradon_0
wh_main_grn_outpostnorsca_major_3	877938194	wh_main_grn_inf_goblin_archers
wh2_main_special_fortress_gate_griffon_untainted_2	87796	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_2	87799	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_3	87804	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_3	87808	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_settlement_itza_other_lzd_3	878103236	wh2_main_lzd_inf_temple_guards
wh2_main_special_fortress_gate_griffon_untainted_3	87816	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_settlement_lothern_lzd_1	878161148	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_fortress_gate_griffon_untainted_3	87822	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_3	87824	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_settlement_lothern_skv_1	878325023	wh2_main_skv_mon_rat_ogres
wh2_main_special_fortress_gate_griffon_untainted_3	87833	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_3	87836	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_3	87843	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_3	87848	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_settlement_castle_drakenhof_norsca_3	878492950	wh_main_nor_inf_chaos_marauders_0
wh2_main_special_fortress_gate_griffon_untainted_3	87855	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_3	87862	wh2_main_lzd_mon_terradon_1
wh2_main_special_fortress_gate_griffon_untainted_3	87865	wh2_main_lzd_mon_terradon_1
wh2_main_special_fortress_gate_griffon_untainted_3	87875	wh2_main_lzd_mon_kroxigors
wh2_main_special_settlement_lahmia_skv_5	878755156	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_special_settlement_gaean_vale_grn_5	878771401	wh_main_grn_inf_night_goblin_archers
wh2_main_special_fortress_gate_griffon_untainted_3	87883	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_3	87888	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_rogue_settlement_major_coast_3	878968225	wh_main_brt_inf_men_at_arms
wh2_main_special_fortress_gate_griffon_untainted_3	87898	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_rogue_outpostnorsca_minor_3	879005908	wh_main_emp_inf_swordsmen
wh2_main_special_fortress_gate_griffon_untainted_4	87903	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_4	87904	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_4	87907	wh2_main_lzd_inf_saurus_spearmen_1
wh2_dlc11_cst_outpostnorsca_major_3_coast	879072657	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_fortress_gate_griffon_untainted_4	87916	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_4	87918	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_4	87925	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_4	87934	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_outpostnorsca_major_3	879379006	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_4	87942	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_4	87944	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_4	87954	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_4	87963	wh2_main_lzd_mon_terradon_1
wh2_main_special_fortress_gate_griffon_untainted_4	87967	wh2_main_lzd_mon_terradon_1
wh2_main_special_fortress_gate_griffon_untainted_4	87975	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_4	87982	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_4	87989	wh2_main_lzd_mon_bastiladon_2
wh2_dlc09_special_settlement_black_crag_tmb_3	87996984	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_special_fortress_gate_griffon_untainted_4	87999	wh2_main_lzd_inf_temple_guards
wh2_main_special_fortress_gate_griffon_untainted_4	88001	wh2_main_lzd_inf_temple_guards
wh2_main_special_settlement_kislev_skv_5	88004388	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_special_fortress_gate_griffon_untainted_4	88005	wh2_main_lzd_inf_temple_guards
wh_main_grn_outpostnorsca_major_2_coast	880055895	wh_main_grn_inf_goblin_spearmen
wh2_main_special_fortress_gate_griffon_untainted_5	88012	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_5	88015	wh2_main_lzd_inf_saurus_spearmen_1
wh2_dlc09_tmb_outpostnorsca_major_2	880161781	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_special_fortress_gate_griffon_untainted_5	88020	wh2_main_lzd_inf_saurus_spearmen_1
wh2_dlc11_vampirecoast_defence_walls_3	880227335	wh2_dlc11_cst_mon_mournguls_0
wh2_main_special_fortress_gate_griffon_untainted_5	88023	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_5	88024	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_5	88031	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_griffon_untainted_5	88037	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_5	88038	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_5	88047	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_5	88049	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_fortress_gate_griffon_untainted_5	88051	wh2_main_lzd_mon_terradon_1
wh2_main_special_fortress_gate_griffon_untainted_5	88054	wh2_main_lzd_mon_terradon_1
wh2_main_special_fortress_gate_griffon_untainted_5	88055	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_5	88061	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_griffon_untainted_5	88069	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_fortress_gate_griffon_untainted_5	88075	wh2_main_lzd_inf_temple_guards
wh2_main_special_fortress_gate_griffon_untainted_5	88084	wh2_main_lzd_inf_temple_guards
wh_main_grn_outpostnorsca_major_4_coast	880877507	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_khemri_emp_2	880891678	wh_main_emp_inf_swordsmen
wh2_main_special_fortress_gate_griffon_untainted_5	88093	wh2_main_lzd_inf_temple_guards
wh2_main_special_fortress_gate_griffon_untainted_5	88094	wh2_main_lzd_mon_bastiladon_2
wh2_main_special_fortress_gate_griffon_untainted_5	88104	wh2_main_lzd_mon_carnosaur_0
wh2_main_special_fortress_gate_eagle_skaven_1	88105	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_1	88109	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_1	88118	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_1	88127	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_colony_major_hef_2	881338800	wh2_main_hef_inf_archers_1
wh2_main_special_fortress_gate_eagle_skaven_1	88134	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_1	88143	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_1	88147	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_fortress_gate_eagle_skaven_1	88156	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_settlement_pyramid_of_nagash_cst_1	881566473	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_main_special_fortress_gate_eagle_skaven_1	88166	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_1	88176	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_1	88182	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_1	88188	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_2	88194	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_2	88195	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_phoenix_cst_2	881961763	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_main_special_fortress_gate_eagle_skaven_2	88197	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_2	88200	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_gaean_vale_def_5	882020961	wh2_main_def_inf_black_guard_0
wh2_main_special_fortress_gate_eagle_skaven_2	88203	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_2	88207	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_2	88209	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_fortress_gate_eagle_skaven_2	88210	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_fortress_gate_eagle_skaven_2	88213	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_2	88219	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_2	88221	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_2	88226	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_skaven_2	88228	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_lahmia_dwf_1	882295910	wh_main_dwf_inf_dwarf_warrior_0
wh2_main_special_fortress_gate_eagle_skaven_2	88230	wh2_main_skv_mon_rat_ogres
wh2_main_special_fortress_gate_eagle_skaven_3	88239	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_eagle_skaven_3	88241	wh2_main_skv_inf_clanrats_1
