campaign_group_member_criteria_subcultures_tables	0
dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionEmpire	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionEmpire	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionEmpire	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos	wh_main_sc_chs_chaos
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionEmpire	wh_main_sc_emp_empire
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
dlc09_diplomacy_Subcult_TombKings_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos	wh_main_sc_chs_chaos
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionEmpire	wh_main_sc_emp_empire
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVampireCoast	wh2_dlc11_sc_cst_vampire_coast
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVampireCoast_&_Negative	wh2_dlc11_sc_cst_vampire_coast
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVampireCoast_&_Positive	wh2_dlc11_sc_cst_vampire_coast
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos	wh_main_sc_chs_chaos
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionEmpire	wh_main_sc_emp_empire
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVampireCoast	wh2_dlc11_sc_cst_vampire_coast
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVampireCoast_&_Negative	wh2_dlc11_sc_cst_vampire_coast
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVampireCoast_&_Positive	wh2_dlc11_sc_cst_vampire_coast
dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
