unit_variants_colours_tables	2
faction	primary_colour_b	primary_colour_g	primary_colour_r	secondary_colour_b	secondary_colour_g	secondary_colour_r	soldier_type	tertiary_colour_b	tertiary_colour_g	tertiary_colour_r	key	unit_variant
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	6539	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	6540	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	6544	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	6552	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	6557	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	6560	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	6564	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	657	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	6570	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	6575	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	6582	wh_main_brt_cha_lord_0
wh2_main_lzd_last_defenders	21	67	241	0	0	0	soldier	0	0	0	658992378	wh2_main_lzd_inf_saurus_warriors_blessed_1
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	659	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	6591	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	6596	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia	12	14	134	238	238	246	soldier	0	0	0	660	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	6600	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	6602	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	6611	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	6615	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	6616	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	6621	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	6624	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	6634	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	6638	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	6641	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	6644	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	6646	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	6649	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	6656	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	6664	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	6666	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	6670	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	6679	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia	239	239	239	36	36	36	soldier	0	0	0	668	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	6680	wh_main_brt_cha_lord_2
wh_dlc05_wef_argwylon	11	64	179	47	115	158	soldier	0	0	0	668222899	wh_pro04_wef_inf_wildwood_rangers_ror_0
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	6684	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	6691	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	6701	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	6703	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	6709	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia	18	16	137	136	43	38	soldier	0	0	0	671	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	6715	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	6716	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	6720	wh_main_brt_cha_lord_3
wh_dlc05_wef_argwylon	190	200	250	0	50	150	soldier	0	50	150	67241529	wh_pro04_wef_inf_wardancers_ror_0
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	6726	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	6727	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	6737	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	6741	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	6748	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	6750	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	6756	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	6759	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia	136	64	29	243	243	243	soldier	0	0	0	676	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	6761	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	6767	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	6774	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	6778	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	6781	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	6785	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	6787	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	6795	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	6799	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	6803	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	6805	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	6810	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	6814	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	6824	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia	83	201	238	19	19	19	soldier	0	0	0	683	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	6831	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	6835	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	6843	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	6848	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	6858	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	6859	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	6860	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	6870	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	6873	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	6882	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	6887	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	689	wh_main_brt_cha_paladin_0
wh_main_brt_bordeleaux	0	255	255	20	40	200	soldier	255	255	255	689190436	wh_pro04_brt_inf_foot_squires_ror_0
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	6894	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	6895	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	6905	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	6906	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	6914	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	6918	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	6924	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	6934	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	6936	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	6941	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	6942	wh_main_brt_cha_paladin_0
wh_dlc08_nor_norsca	1	24	150	0	0	0	soldier	0	0	0	694649630	wh_pro04_nor_inf_marauder_berserkers_ror_0
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	6947	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	6948	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	6953	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	6955	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	6964	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	6967	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	6977	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	23	29	34	18	20	145	soldier	0	0	0	698	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	6986	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	6987	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	6997	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	7004	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	7014	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	7017	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	7026	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	7029	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	7035	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	132	41	36	15	15	145	soldier	0	0	0	704	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	7041	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	7046	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	7056	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	7065	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	7068	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	250	250	250	205	101	42	soldier	0	0	0	707	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	7075	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	7080	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	7086	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	7090	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	7099	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	7106	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	7115	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	7116	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	7124	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	30	30	30	241	241	241	soldier	0	0	0	713	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	7133	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	7142	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	7146	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	7147	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	7157	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	236	236	245	11	11	139	soldier	0	0	0	718	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	72	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	720	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	18	18	37	64	178	214	soldier	0	0	0	728	wh_main_brt_cha_paladin_0
wh_dlc08_nor_norsca	14	11	179	117	122	44	soldier	0	0	0	7289647	wh_pro04_nor_mon_skinwolves_ror_0
wh_main_brt_bretonnia	16	16	132	135	42	37	soldier	0	0	0	735	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	744	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	748	wh_main_brt_cha_paladin_0
wh2_dlc11_cst_vampire_coast	255	255	255	0	0	0	soldier	0	0	0	752927380	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bretonnia	160	100	50	255	255	255	soldier	160	100	50	753982553	wh_pro04_brt_cav_knights_errant_ror_0
wh2_main_lzd_last_defenders	41	113	39	0	0	0	soldier	0	0	0	755707580	wh2_main_lzd_cav_terradon_riders_blessed_1
wh_main_brt_bretonnia	12	14	134	238	238	246	soldier	0	0	0	758	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	239	239	239	36	36	36	soldier	0	0	0	760	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	18	16	137	136	43	38	soldier	0	0	0	763	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	136	64	29	243	243	243	soldier	0	0	0	767	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	83	201	238	19	19	19	soldier	0	0	0	768	wh_main_brt_cha_paladin_3
wh_main_brt_bordeleaux	20	40	200	0	255	255	soldier	255	255	255	774780410	wh_pro04_brt_inf_foot_squires_ror_0
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	777	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	23	29	34	18	20	145	soldier	0	0	0	784	wh_main_brt_cha_paladin_3
wh2_dlc11_cst_vampire_coast_qb4	255	255	255	0	0	0	soldier	0	0	0	784670535	wh2_dlc11_cst_cha_mourngul_haunter
wh2_main_lzd_lizardmen	77	184	228	0	0	0	soldier	0	0	0	785352865	wh2_main_lzd_cav_horned_ones_blessed_0
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	79	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	132	41	36	15	15	145	soldier	0	0	0	794	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	250	250	250	205	101	42	soldier	0	0	0	795	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	30	30	30	241	241	241	soldier	0	0	0	801	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	18	16	137	136	43	38	soldier	0	0	0	8022	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	136	64	29	243	243	243	soldier	0	0	0	8023	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	236	236	245	11	11	139	soldier	0	0	0	803	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	83	201	238	19	19	19	soldier	0	0	0	8030	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	95	35	35	77	171	214	soldier	0	0	0	8031	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	23	29	34	18	20	145	soldier	0	0	0	8035	wh_main_brt_cav_grail_knights
wh2_dlc11_cst_shanty_dragon_spine_privateers	255	255	255	0	0	0	soldier	0	0	0	803700976	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_carcassonne	132	41	36	15	15	145	soldier	0	0	0	8040	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	250	250	250	205	101	42	soldier	0	0	0	8046	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	30	30	30	241	241	241	soldier	0	0	0	8051	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	236	236	245	11	11	139	soldier	0	0	0	8054	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	25	25	180	14	14	25	soldier	0	0	0	8060	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	18	18	37	64	178	214	soldier	0	0	0	8069	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	807	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	16	16	132	135	42	37	soldier	0	0	0	8070	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	239	239	241	75	126	220	soldier	0	0	0	8076	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	45	193	244	22	26	142	soldier	0	0	0	8081	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	12	14	134	238	238	246	soldier	0	0	0	8082	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	239	239	239	36	36	36	soldier	0	0	0	8085	wh_main_brt_cav_grail_knights
wh_main_brt_carcassonne	18	16	137	136	43	38	soldier	0	0	0	8086	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	136	64	29	243	243	243	soldier	0	0	0	8087	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	18	18	37	64	178	214	soldier	0	0	0	809	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	83	201	238	19	19	19	soldier	0	0	0	8091	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	95	35	35	77	171	214	soldier	0	0	0	8092	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	23	29	34	18	20	145	soldier	0	0	0	8097	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	132	41	36	15	15	145	soldier	0	0	0	8107	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	250	250	250	205	101	42	soldier	0	0	0	8109	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	30	30	30	241	241	241	soldier	0	0	0	8116	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	236	236	245	11	11	139	soldier	0	0	0	8124	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	25	25	180	14	14	25	soldier	0	0	0	8134	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	16	16	132	135	42	37	soldier	0	0	0	814	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	18	18	37	64	178	214	soldier	0	0	0	8142	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	16	16	132	135	42	37	soldier	0	0	0	8143	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	239	239	241	75	126	220	soldier	0	0	0	8149	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	45	193	244	22	26	142	soldier	0	0	0	8158	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	12	14	134	238	238	246	soldier	0	0	0	8165	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	239	239	239	36	36	36	soldier	0	0	0	8167	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_carcassonne	18	16	137	136	43	38	soldier	0	0	0	8177	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	136	64	29	243	243	243	soldier	0	0	0	8187	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	83	201	238	19	19	19	soldier	0	0	0	8191	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	95	35	35	77	171	214	soldier	0	0	0	8192	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	23	29	34	18	20	145	soldier	0	0	0	8193	wh_main_brt_cav_pegasus_knights
wh_dlc08_nor_wintertooth	66	64	199	153	172	134	soldier	0	0	0	819528696	wh_pro04_nor_mon_marauder_warwolves_ror_0
wh_main_brt_carcassonne	132	41	36	15	15	145	soldier	0	0	0	8202	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	250	250	250	205	101	42	soldier	0	0	0	8209	wh_main_brt_cav_pegasus_knights
wh2_main_lzd_hexoatl	77	184	228	0	0	0	soldier	0	0	0	821626377	wh2_main_lzd_cav_horned_ones_blessed_0
wh_main_brt_carcassonne	30	30	30	241	241	241	soldier	0	0	0	8217	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	236	236	245	11	11	139	soldier	0	0	0	8224	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	25	25	180	14	14	25	soldier	0	0	0	8226	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	18	18	37	64	178	214	soldier	0	0	0	8232	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	824	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	16	16	132	135	42	37	soldier	0	0	0	8241	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	239	239	241	75	126	220	soldier	0	0	0	8250	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	45	193	244	22	26	142	soldier	0	0	0	8252	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	12	14	134	238	238	246	soldier	0	0	0	8255	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	239	239	239	36	36	36	soldier	0	0	0	8264	wh_main_brt_cav_pegasus_knights
wh_main_brt_carcassonne	18	16	137	136	43	38	soldier	0	0	0	8268	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	136	64	29	243	243	243	soldier	0	0	0	8278	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	83	201	238	19	19	19	soldier	0	0	0	8284	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	95	35	35	77	171	214	soldier	0	0	0	8290	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	23	29	34	18	20	145	soldier	0	0	0	8294	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia	12	14	134	238	238	246	soldier	0	0	0	83	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	830	wh_main_brt_cha_paladin_3
wh_main_brt_carcassonne	132	41	36	15	15	145	soldier	0	0	0	8300	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	250	250	250	205	101	42	soldier	0	0	0	8303	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	30	30	30	241	241	241	soldier	0	0	0	8304	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	236	236	245	11	11	139	soldier	0	0	0	8309	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	25	25	180	14	14	25	soldier	0	0	0	8318	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	18	18	37	64	178	214	soldier	0	0	0	8322	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	16	16	132	135	42	37	soldier	0	0	0	8327	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	239	239	241	75	126	220	soldier	0	0	0	8331	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	45	193	244	22	26	142	soldier	0	0	0	8336	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	12	14	134	238	238	246	soldier	0	0	0	8342	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	239	239	239	36	36	36	soldier	0	0	0	8347	wh_main_brt_cha_lord_0
wh_main_brt_carcassonne	18	16	137	136	43	38	soldier	0	0	0	8350	wh_main_brt_cha_lord_2
wh_main_brt_carcassonne	136	64	29	243	243	243	soldier	0	0	0	8352	wh_main_brt_cha_lord_2
