land_units_to_unit_abilites_junctions_tables	0
wh_main_character_abilities_get_back_ere	wh_dlc06_grn_cha_night_goblin_warboss_0
wh_main_character_abilities_waaagh	wh_dlc06_grn_cha_night_goblin_warboss_0
wh_dlc06_lord_abilities_spite_of_da_bad_moon	wh_dlc06_grn_cha_night_goblin_warboss_1
wh_main_character_abilities_get_back_ere	wh_dlc06_grn_cha_night_goblin_warboss_1
wh_main_character_abilities_waaagh	wh_dlc06_grn_cha_night_goblin_warboss_1
wh_dlc06_lord_abilities_spite_of_da_bad_moon	wh_dlc06_grn_cha_skarsnik_0
wh_dlc06_lord_abilities_tricksy_traps	wh_dlc06_grn_cha_skarsnik_0
wh_main_character_abilities_waaagh	wh_dlc06_grn_cha_skarsnik_0
wh_dlc06_character_abilities_effagee_of_da_git	wh_dlc06_grn_cha_wurrzag_0
wh_dlc06_lord_passive_warpaint_of_wurrzag	wh_dlc06_grn_cha_wurrzag_0
wh_dlc06_lord_passive_wurrzags_revenge	wh_dlc06_grn_cha_wurrzag_0
wh_main_character_abilities_get_back_ere	wh_dlc06_grn_cha_wurrzag_0
wh_main_character_abilities_waaagh	wh_dlc06_grn_cha_wurrzag_0
wh_main_unit_passive_frenzy	wh_dlc06_grn_cha_wurrzag_0
wh_dlc06_character_abilities_effagee_of_da_git	wh_dlc06_grn_cha_wurrzag_1
wh_dlc06_lord_passive_warpaint_of_wurrzag	wh_dlc06_grn_cha_wurrzag_1
wh_dlc06_lord_passive_wurrzags_revenge	wh_dlc06_grn_cha_wurrzag_1
wh_main_character_abilities_get_back_ere	wh_dlc06_grn_cha_wurrzag_1
wh_main_character_abilities_waaagh	wh_dlc06_grn_cha_wurrzag_1
wh_main_unit_passive_frenzy	wh_dlc06_grn_cha_wurrzag_1
wh_dlc06_unit_abilities_the_loons_of_eight_peaks	wh_dlc06_grn_inf_da_eight_peaks_loonies_0
wh_dlc06_unit_abilities_smoke_bomb	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_unit_passive_opportunist_murderer	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_quest_passive_squigs_go_boom	wh_dlc06_grn_inf_squig_explosive_0
wh_dlc06_unit_passive_squigs_go_wild	wh_dlc06_grn_inf_squig_herd_0
wh_dlc06_unit_passive_unbinding_spider_hatchling	wh_dlc06_grn_mon_spider_hatchlings_0_summoned
wh_dlc06_unit_abilities_maternal_instinct	wh_dlc06_grn_mon_venom_queen_0
wh_dlc07_unit_formation_lance	wh_dlc07_brt_cav_grail_guardians_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_cav_grail_guardians_0
wh_dlc07_unit_formation_lance	wh_dlc07_brt_cav_knights_errant_0
wh_dlc07_unit_formation_lance	wh_dlc07_brt_cav_questing_knights_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_cav_royal_hippogryph_knights_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_cav_royal_pegasus_knights_0
wh_dlc07_character_abilities_heroic_killing_blow	wh_dlc07_brt_cha_alberic_bordeleaux_0
wh_dlc07_lord_passive_spirit_of_the_tempest	wh_dlc07_brt_cha_alberic_bordeleaux_0
wh_main_character_abilities_foe_seeker	wh_dlc07_brt_cha_alberic_bordeleaux_0
wh_main_character_abilities_rally	wh_dlc07_brt_cha_alberic_bordeleaux_0
wh_dlc07_character_abilities_heroic_killing_blow	wh_dlc07_brt_cha_alberic_bordeleaux_1
wh_dlc07_lord_passive_spirit_of_the_tempest	wh_dlc07_brt_cha_alberic_bordeleaux_1
wh_main_character_abilities_foe_seeker	wh_dlc07_brt_cha_alberic_bordeleaux_1
wh_main_character_abilities_rally	wh_dlc07_brt_cha_alberic_bordeleaux_1
wh_dlc07_character_abilities_heroic_killing_blow	wh_dlc07_brt_cha_alberic_bordeleaux_2
wh_dlc07_lord_passive_spirit_of_the_tempest	wh_dlc07_brt_cha_alberic_bordeleaux_2
wh_main_character_abilities_foe_seeker	wh_dlc07_brt_cha_alberic_bordeleaux_2
wh_main_character_abilities_rally	wh_dlc07_brt_cha_alberic_bordeleaux_2
wh_dlc07_character_abilities_heroic_killing_blow	wh_dlc07_brt_cha_alberic_bordeleaux_3
wh_dlc07_lord_passive_spirit_of_the_tempest	wh_dlc07_brt_cha_alberic_bordeleaux_3
wh_main_character_abilities_foe_seeker	wh_dlc07_brt_cha_alberic_bordeleaux_3
wh_main_character_abilities_rally	wh_dlc07_brt_cha_alberic_bordeleaux_3
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_beasts_0
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_beasts_1
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_beasts_2
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_beasts_3
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_life_0
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_life_1
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_life_2
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_damsel_life_3
wh_dlc07_lord_abilities_favour_of_the_fay	wh_dlc07_brt_cha_fay_enchantress_0
wh_dlc07_lord_passive_mist_of_the_lady	wh_dlc07_brt_cha_fay_enchantress_0
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_fay_enchantress_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_cha_fay_enchantress_0
wh_dlc07_lord_abilities_favour_of_the_fay	wh_dlc07_brt_cha_fay_enchantress_1
wh_dlc07_lord_passive_mist_of_the_lady	wh_dlc07_brt_cha_fay_enchantress_1
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_fay_enchantress_1
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_cha_fay_enchantress_1
wh_dlc07_hero_abilities_dolorous_blade	wh_dlc07_brt_cha_green_knight_0
wh_dlc07_hero_passive_sacred_guardian	wh_dlc07_brt_cha_green_knight_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_cha_green_knight_0
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_0
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_0
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_1
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_1
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_2
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_2
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_3
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_3
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_beasts_0
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_beasts_0
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_beasts_1
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_beasts_1
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_beasts_2
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_beasts_2
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_beasts_3
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_beasts_3
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_heavens_0
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_heavens_0
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_heavens_1
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_heavens_1
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_heavens_2
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_heavens_2
wh_main_character_abilities_arcane_conduit	wh_dlc07_brt_cha_prophetess_heavens_3
wh_main_hero_passive_aura_of_the_lady	wh_dlc07_brt_cha_prophetess_heavens_3
wh_main_unit_passive_frenzy	wh_dlc07_brt_inf_battle_pilgrims_0
wh_dlc07_unit_passive_icon_of_devotion	wh_dlc07_brt_inf_grail_reliquae_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc07_brt_inf_grail_reliquae_0
wh_main_unit_passive_frenzy	wh_dlc07_brt_inf_grail_reliquae_0
wh_dlc03_unit_passive_soul_eater	wh_dlc08_bst_mon_cygor_boss
wh_dlc08_quest_passive_favoured_by_the_god	wh_dlc08_chs_cha_chaos_lord_2_qb
wh_main_character_abilities_deadly_onslaught	wh_dlc08_chs_cha_chaos_lord_2_qb
wh_main_character_abilities_foe_seeker	wh_dlc08_chs_cha_chaos_lord_2_qb
wh_main_character_abilities_stand_or_die	wh_dlc08_chs_cha_chaos_lord_2_qb
wh_dlc08_quest_passive_lightening_down	wh_dlc08_chs_mon_dragon_ogre_shaggoth_boss
wh_dlc08_quest_passive_minor_lightening_down	wh_dlc08_chs_mon_dragon_ogre_shaggoth_minor_boss
wh_dlc06_unit_abilities_maternal_instinct	wh_dlc08_grn_mon_arachnarok_spider_boss
wh_dlc08_quest_passive_exploding_fart	wh_dlc08_grn_mon_giant_boss
wh_main_unit_passive_regeneration	wh_dlc08_grn_mon_giant_boss
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cav_marauder_horsemasters_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cav_marauder_warwolves_chariot_0
wh_dlc08_lord_abilities_fight_or_die	wh_dlc08_nor_cha_arzik_0
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_cha_fimir_balefiend_fire_0
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_fimir_balefiend_fire_0
wh_main_character_passive_evasion	wh_dlc08_nor_cha_fimir_balefiend_fire_0
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_cha_fimir_balefiend_shadow_0
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_fimir_balefiend_shadow_0
wh_main_character_passive_evasion	wh_dlc08_nor_cha_fimir_balefiend_shadow_0
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc08_nor_cha_kihar_0
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_kihar_0
wh_main_unit_passive_regeneration	wh_dlc08_nor_cha_kihar_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_death_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_death_1
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_death_2
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_fire_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_fire_1
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_fire_2
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_metal_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_metal_1
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_shaman_sorcerer_metal_2
wh_dlc08_hero_passive_ruinous_flesh	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh_main_character_abilities_deadly_onslaught	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh_main_character_abilities_foe_seeker	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh_main_unit_passive_frenzy	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh_main_unit_passive_regeneration	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh_dlc08_lord_abilities_copious_vomit	wh_dlc08_nor_cha_throgg_0
wh_dlc08_lord_abilities_fight_or_die	wh_dlc08_nor_cha_throgg_0
wh_main_character_abilities_foe_seeker	wh_dlc08_nor_cha_throgg_0
wh_main_unit_passive_regeneration	wh_dlc08_nor_cha_throgg_0
wh_dlc08_character_abilities_hunter_of_champions	wh_dlc08_nor_cha_wulfrik_0
wh_dlc08_lord_abilities_fight_or_die	wh_dlc08_nor_cha_wulfrik_0
wh_dlc08_lord_abilities_seafang	wh_dlc08_nor_cha_wulfrik_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_wulfrik_0
wh_main_character_abilities_foe_seeker	wh_dlc08_nor_cha_wulfrik_0
wh_dlc08_character_abilities_hunter_of_champions	wh_dlc08_nor_cha_wulfrik_1
wh_dlc08_lord_abilities_fight_or_die	wh_dlc08_nor_cha_wulfrik_1
wh_dlc08_lord_abilities_seafang	wh_dlc08_nor_cha_wulfrik_1
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_wulfrik_1
wh_main_character_abilities_foe_seeker	wh_dlc08_nor_cha_wulfrik_1
wh_dlc08_character_abilities_hunter_of_champions	wh_dlc08_nor_cha_wulfrik_2
wh_dlc08_lord_abilities_fight_or_die	wh_dlc08_nor_cha_wulfrik_2
wh_dlc08_lord_abilities_seafang	wh_dlc08_nor_cha_wulfrik_2
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_wulfrik_2
wh_main_character_abilities_foe_seeker	wh_dlc08_nor_cha_wulfrik_2
wh_dlc08_character_abilities_hunter_of_champions	wh_dlc08_nor_cha_wulfrik_3
wh_dlc08_lord_abilities_fight_or_die	wh_dlc08_nor_cha_wulfrik_3
wh_dlc08_lord_abilities_seafang	wh_dlc08_nor_cha_wulfrik_3
wh_dlc08_unit_passive_rage	wh_dlc08_nor_cha_wulfrik_3
wh_main_character_abilities_foe_seeker	wh_dlc08_nor_cha_wulfrik_3
wh_dlc08_unit_passive_berserk	wh_dlc08_nor_inf_marauder_berserkers_0
wh_main_unit_passive_frenzy	wh_dlc08_nor_inf_marauder_berserkers_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_inf_marauder_champions_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_inf_marauder_champions_1
wh_dlc08_unit_passive_rage	wh_dlc08_nor_inf_marauder_hunters_0
wh_dlc08_unit_passive_rage	wh_dlc08_nor_inf_marauder_hunters_1
wh_dlc08_unit_passive_rage	wh_dlc08_nor_inf_marauder_spearman_0
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_mon_fimir_0
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_mon_fimir_1
wh2_dlc10_unit_abilities_frost_wyrm_breath	wh_dlc08_nor_mon_frost_wyrm_0
wh_dlc04_unit_passive_chilling_aura	wh_dlc08_nor_mon_frost_wyrm_0
wh_dlc08_quest_abilities_howling_winter	wh_dlc08_nor_mon_frost_wyrm_boss
wh_dlc08_quest_passive_frost_aura	wh_dlc08_nor_mon_frost_wyrm_boss
wh2_dlc10_unit_abilities_frost_wyrm_breath	wh_dlc08_nor_mon_frost_wyrm_ror_0
wh_dlc04_unit_passive_chilling_aura	wh_dlc08_nor_mon_frost_wyrm_ror_0
wh_pro04_unit_passive_guardian	wh_dlc08_nor_mon_frost_wyrm_ror_0
wh_main_unit_passive_regeneration	wh_dlc08_nor_mon_norscan_ice_trolls_0
wh_main_unit_passive_frenzy	wh_dlc08_nor_mon_skinwolves_0
wh_main_unit_passive_regeneration	wh_dlc08_nor_mon_skinwolves_0
wh_main_unit_passive_frenzy	wh_dlc08_nor_mon_skinwolves_1
wh_main_unit_passive_regeneration	wh_dlc08_nor_mon_skinwolves_1
wh_dlc08_unit_abilities_giver_of_glory	wh_dlc08_nor_mon_war_mammoth_2
wh_dlc08_unit_passive_favour_of_the_ruinous_powers	wh_dlc08_nor_mon_war_mammoth_2
wh_pro04_unit_abilities_enrage	wh_dlc08_nor_mon_war_mammoth_ror_1
wh_dlc08_quest_abilities_master_of_souls	wh_dlc08_vmp_mon_terrorgheist_boss
wh_dlc08_quest_abilities_soul_binding	wh_dlc08_vmp_mon_terrorgheist_boss
wh_main_unit_passive_unstable	wh_dlc08_vmp_mon_terrorgheist_boss
wh_main_unit_passive_unstable_mark_ii	wh_dlc08_vmp_mon_terrorgheist_boss
wh_dlc08_quest_passive_ancient_protector	wh_dlc08_wef_mon_treeman_boss
wh_dlc07_unit_formation_lance	wh_main_brt_cav_grail_knights
wh_main_lord_passive_the_blessing_of_the_lady	wh_main_brt_cav_grail_knights
wh_dlc07_unit_formation_lance	wh_main_brt_cav_knights_of_the_realm
wh_main_hero_passive_aura_of_the_lady	wh_main_brt_cha_damsel_0
wh_main_hero_passive_aura_of_the_lady	wh_main_brt_cha_damsel_1
wh_main_hero_passive_aura_of_the_lady	wh_main_brt_cha_damsel_2
wh_main_hero_passive_aura_of_the_lady	wh_main_brt_cha_damsel_3
wh_dlc07_lord_abilities_lions_shield	wh_main_brt_cha_king_louen_leoncoeur_0
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_king_louen_leoncoeur_0
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_king_louen_leoncoeur_0
wh_main_lord_passive_beloved_son_of_bretonnia	wh_main_brt_cha_king_louen_leoncoeur_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_main_brt_cha_king_louen_leoncoeur_0
wh_main_lord_passive_the_ladys_champion	wh_main_brt_cha_king_louen_leoncoeur_0
wh_dlc07_lord_abilities_lions_shield	wh_main_brt_cha_king_louen_leoncoeur_1
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_king_louen_leoncoeur_1
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_king_louen_leoncoeur_1
wh_main_lord_passive_beloved_son_of_bretonnia	wh_main_brt_cha_king_louen_leoncoeur_1
wh_main_lord_passive_the_blessing_of_the_lady	wh_main_brt_cha_king_louen_leoncoeur_1
wh_main_lord_passive_the_ladys_champion	wh_main_brt_cha_king_louen_leoncoeur_1
wh_dlc07_lord_abilities_lions_shield	wh_main_brt_cha_king_louen_leoncoeur_2
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_king_louen_leoncoeur_2
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_king_louen_leoncoeur_2
wh_main_lord_passive_beloved_son_of_bretonnia	wh_main_brt_cha_king_louen_leoncoeur_2
wh_main_lord_passive_the_blessing_of_the_lady	wh_main_brt_cha_king_louen_leoncoeur_2
wh_main_lord_passive_the_ladys_champion	wh_main_brt_cha_king_louen_leoncoeur_2
wh_dlc07_lord_abilities_lions_shield	wh_main_brt_cha_king_louen_leoncoeur_3
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_king_louen_leoncoeur_3
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_king_louen_leoncoeur_3
wh_main_lord_passive_beloved_son_of_bretonnia	wh_main_brt_cha_king_louen_leoncoeur_3
wh_main_lord_passive_the_blessing_of_the_lady	wh_main_brt_cha_king_louen_leoncoeur_3
wh_main_lord_passive_the_ladys_champion	wh_main_brt_cha_king_louen_leoncoeur_3
wh_dlc07_lord_abilities_lions_shield	wh_main_brt_cha_king_louen_leoncoeur_4
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_king_louen_leoncoeur_4
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_king_louen_leoncoeur_4
wh_main_lord_passive_beloved_son_of_bretonnia	wh_main_brt_cha_king_louen_leoncoeur_4
wh_main_lord_passive_the_blessing_of_the_lady	wh_main_brt_cha_king_louen_leoncoeur_4
wh_main_lord_passive_the_ladys_champion	wh_main_brt_cha_king_louen_leoncoeur_4
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_lord_0
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_lord_0
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_lord_0
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_lord_2
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_lord_2
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_lord_2
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_lord_3
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_lord_3
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_lord_3
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_lord_4
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_lord_4
wh_main_character_abilities_stand_your_ground	wh_main_brt_cha_lord_4
wh2_dlc09_unit_passive_guardian	wh_main_brt_cha_paladin_0
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_paladin_0
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_paladin_0
wh2_dlc09_unit_passive_guardian	wh_main_brt_cha_paladin_3
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_paladin_3
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_paladin_3
wh2_dlc09_unit_passive_guardian	wh_main_brt_cha_paladin_4
wh_main_character_abilities_deadly_onslaught	wh_main_brt_cha_paladin_4
wh_main_character_abilities_foe_seeker	wh_main_brt_cha_paladin_4
wh_dlc03_unit_passive_unbinding_manticore	wh_main_bst_feral_manticore_summoned
wh_main_unit_abilities_blooood	wh_main_chs_art_hellcannon
wh_main_unit_abilities_boom	wh_main_chs_art_hellcannon
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_archaon_the_everchosen_0
wh_main_character_abilities_stand_or_die	wh_main_chs_cha_archaon_the_everchosen_0
wh_main_unit_passive_frenzy	wh_main_chs_cha_archaon_the_everchosen_0
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_archaon_the_everchosen_1
wh_main_character_abilities_stand_or_die	wh_main_chs_cha_archaon_the_everchosen_1
wh_main_unit_passive_frenzy	wh_main_chs_cha_archaon_the_everchosen_1
wh_main_character_abilities_deadly_onslaught	wh_main_chs_cha_chaos_lord_0
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_chaos_lord_0
wh_main_character_abilities_stand_or_die	wh_main_chs_cha_chaos_lord_0
wh_main_character_abilities_deadly_onslaught	wh_main_chs_cha_chaos_lord_11
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_chaos_lord_11
wh_main_character_abilities_stand_or_die	wh_main_chs_cha_chaos_lord_11
wh_main_character_abilities_deadly_onslaught	wh_main_chs_cha_chaos_lord_12
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_chaos_lord_12
wh_main_character_abilities_stand_or_die	wh_main_chs_cha_chaos_lord_12
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_death_0
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_death_10
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_death_11
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_fire_0
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_fire_10
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_fire_11
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_metal_0
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_metal_10
wh_main_character_passive_evasion	wh_main_chs_cha_chaos_sorcerer_metal_11
wh_main_character_abilities_deadly_onslaught	wh_main_chs_cha_exalted_hero_0
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_exalted_hero_0
wh_main_character_abilities_deadly_onslaught	wh_main_chs_cha_exalted_hero_12
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_exalted_hero_12
wh_main_character_abilities_deadly_onslaught	wh_main_chs_cha_exalted_hero_13
wh_main_character_abilities_foe_seeker	wh_main_chs_cha_exalted_hero_13
wh_main_character_abilities_arcane_conduit	wh_main_chs_cha_lord_of_change_0
wh_main_character_abilities_stand_or_die	wh_main_chs_cha_lord_of_change_0
wh_dlc01_unit_passive_unbinding_chaos_spawn	wh_main_chs_mon_chaos_spawn_summoned
wh_main_unit_passive_regeneration	wh_main_chs_mon_trolls
wh2_dlc10_lord_abilities_oath_of_vengeance	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
wh_main_character_abilities_foe_seeker	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
wh_main_character_abilities_stand_your_ground	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
wh_main_lord_passive_high_king	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
wh_main_character_abilities_foe_seeker	wh_main_dwf_cha_lord_0
wh_main_character_abilities_stand_your_ground	wh_main_dwf_cha_lord_0
wh_main_hero_abilities_ballistics_calibration	wh_main_dwf_cha_master_engineer_0
wh_main_hero_passive_extra_powder	wh_main_dwf_cha_master_engineer_0
wh_main_unit_abilities_entrenchment	wh_main_dwf_cha_master_engineer_0
wh_main_hero_passive_forgefire	wh_main_dwf_cha_rune_smith_0
wh_main_rune_abilities_rune_of_negation	wh_main_dwf_cha_rune_smith_0
wh_main_rune_abilities_rune_of_oath_and_steel	wh_main_dwf_cha_rune_smith_0
wh_main_rune_abilities_rune_of_wrath_and_ruin	wh_main_dwf_cha_rune_smith_0
wh_main_character_abilities_deadly_onslaught	wh_main_dwf_cha_thane
wh_main_character_abilities_foe_seeker	wh_main_dwf_cha_thane
wh2_dlc10_lord_abilities_red_ruin	wh_main_dwf_cha_ungrim_ironfist
wh_main_character_abilities_deadly_onslaught	wh_main_dwf_cha_ungrim_ironfist
wh_main_character_abilities_foe_seeker	wh_main_dwf_cha_ungrim_ironfist
wh_main_lord_passive_deathblow	wh_main_dwf_cha_ungrim_ironfist
wh_main_unit_passive_deathblow	wh_main_dwf_inf_slayers
wh_main_unit_abilities_gyrobomber_bomb	wh_main_dwf_veh_gyrobomber
wh_main_unit_abilities_gyrocopter_bomb	wh_main_dwf_veh_gyrocopter_0
wh_main_unit_abilities_gyrocopter_bomb	wh_main_dwf_veh_gyrocopter_1
wh_main_character_abilities_arcane_conduit	wh_main_emp_cha_balthasar_gelt_0
wh_main_character_passive_evasion	wh_main_emp_cha_balthasar_gelt_0
wh_main_character_abilities_arcane_conduit	wh_main_emp_cha_balthasar_gelt_1
wh_main_character_passive_evasion	wh_main_emp_cha_balthasar_gelt_1
wh_main_character_abilities_arcane_conduit	wh_main_emp_cha_balthasar_gelt_2
wh_main_character_passive_evasion	wh_main_emp_cha_balthasar_gelt_2
wh_main_character_abilities_arcane_conduit	wh_main_emp_cha_balthasar_gelt_3
wh_main_character_passive_evasion	wh_main_emp_cha_balthasar_gelt_3
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_captain_0
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_captain_0
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_captain_1
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_captain_1
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_captain_2
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_captain_2
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_captain_3
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_captain_3
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_general_0
wh_main_character_abilities_stand_your_ground	wh_main_emp_cha_general_0
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_general_0
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_general_1
wh_main_character_abilities_stand_your_ground	wh_main_emp_cha_general_1
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_general_1
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_general_2
wh_main_character_abilities_stand_your_ground	wh_main_emp_cha_general_2
wh_main_lord_passive_hold_the_line	wh_main_emp_cha_general_2
wh_main_character_abilities_foe_seeker	wh_main_emp_cha_general_3
wh_main_character_abilities_stand_your_ground	wh_main_emp_cha_general_3
