campaign_settlement_display_building_ids_tables	3
wh_dlc05_special_settlement_itza_ruin_wef	wh_dlc05_special_settlement_itza_ruin_wef	wh2_main_lzd_ruin
wh_dlc05_special_settlement_karaz_a_karak_1_wef	wh_dlc05_special_settlement_karaz_a_karak_1_wef	wh_dlc05_building_wef_outpost_3
wh_dlc05_special_settlement_karaz_a_karak_ruin_wef	wh_dlc05_special_settlement_karaz_a_karak_ruin_wef	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_special_settlement_khemri_1_wef	wh_dlc05_special_settlement_khemri_1_wef	wh_dlc05_building_wef_outpost_3
wh_dlc05_special_settlement_khemri_ruin_wef	wh_dlc05_special_settlement_khemri_ruin_wef	wh2_dlc09_special_settlement_khemri_tmb_ruin
wh_dlc05_special_settlement_kislev_1_wef	wh_dlc05_special_settlement_kislev_1_wef	wh_dlc05_building_wef_outpost_3
wh_dlc05_special_settlement_kislev_ruin_wef	wh_dlc05_special_settlement_kislev_ruin_wef	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_special_settlement_lahmia_1_wef	wh_dlc05_special_settlement_lahmia_1_wef	wh_dlc05_building_wef_outpost_3
wh_dlc05_special_settlement_lahmia_ruin_wef	wh_dlc05_special_settlement_lahmia_ruin_wef	wh_main_building_human_ruin
wh_dlc05_special_settlement_lothern_1_wef	wh_dlc05_special_settlement_lothern_1_wef	wh2_main_building_hef_settlement_major_1
wh_dlc05_special_settlement_lothern_2_wef	wh_dlc05_special_settlement_lothern_2_wef	wh2_main_building_hef_settlement_major_2
wh_dlc05_special_settlement_lothern_3_wef	wh_dlc05_special_settlement_lothern_3_wef	wh2_main_building_hef_settlement_major_3
wh_dlc05_special_settlement_lothern_4_wef	wh_dlc05_special_settlement_lothern_4_wef	wh2_main_building_hef_settlement_major_4
wh_dlc05_special_settlement_lothern_5_wef	wh_dlc05_special_settlement_lothern_5_wef	wh2_main_building_hef_settlement_major_5
wh_dlc05_special_settlement_lothern_ruin_wef	wh_dlc05_special_settlement_lothern_ruin_wef	wh_main_building_human_ruin
wh_dlc05_special_settlement_miragliano_1_wef	wh_dlc05_special_settlement_miragliano_1_wef	wh_dlc05_building_wef_outpost_3
wh_dlc05_special_settlement_miragliano_ruin_wef	wh_dlc05_special_settlement_miragliano_ruin_wef	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_special_settlement_naggarond_1_wef	wh_dlc05_special_settlement_naggarond_1_wef	wh2_main_building_def_settlement_major_1
wh_dlc05_special_settlement_naggarond_ruin_wef	wh_dlc05_special_settlement_naggarond_ruin_wef	wh_main_building_human_ruin
wh_dlc05_special_settlement_skavenblight_1_wef	wh_dlc05_special_settlement_skavenblight_1_wef	wh2_main_building_skv_settlement_skavenblight_1
wh_dlc05_special_settlement_skavenblight_ruin_wef	wh_dlc05_special_settlement_skavenblight_ruin_wef	wh_main_building_human_ruin
wh_dlc05_wef_oak_of_ages_1	wh_dlc05_wef_oak_of_ages_1	wh_dlc05_elf_oak_of_ages_1
wh_dlc05_wef_oak_of_ages_2	wh_dlc05_wef_oak_of_ages_2	wh_dlc05_elf_oak_of_ages_2
wh_dlc05_wef_oak_of_ages_3	wh_dlc05_wef_oak_of_ages_3	wh_dlc05_elf_oak_of_ages_3
wh_dlc05_wef_oak_of_ages_4	wh_dlc05_wef_oak_of_ages_4	wh_dlc05_elf_oak_of_ages_4
wh_dlc05_wef_oak_of_ages_5	wh_dlc05_wef_oak_of_ages_5	wh_dlc05_elf_oak_of_ages_5
wh_dlc05_wef_oak_of_ages_mini_1	wh_dlc05_wef_oak_of_ages_mini_1	wh_dlc05_elf_oak_of_ages_1
wh_dlc05_wef_oak_of_ages_mini_2	wh_dlc05_wef_oak_of_ages_mini_2	wh_dlc05_elf_oak_of_ages_3
wh_dlc05_wef_oak_of_ages_mini_3	wh_dlc05_wef_oak_of_ages_mini_3	wh_dlc05_elf_oak_of_ages_4
wh_dlc05_wef_oak_of_ages_mini_4	wh_dlc05_wef_oak_of_ages_mini_4	wh_dlc05_elf_oak_of_ages_5
wh_dlc05_wef_oak_of_ages_mini_ruin	wh_dlc05_wef_oak_of_ages_mini_ruin	wh_dlc05_elf_oak_of_ages_ruin
wh_dlc05_wef_oak_of_ages_ruin	wh_dlc05_wef_oak_of_ages_ruin	wh_dlc05_elf_oak_of_ages_ruin
wh_dlc05_wef_outpost_major_dwarfhold_1	wh_dlc05_wef_outpost_major_dwarfhold_1	wh_dlc05_building_wef_outpost_2
wh_dlc05_wef_outpost_major_dwarfhold_1_coast	wh_dlc05_wef_outpost_major_dwarfhold_1_coast	wh_dlc05_building_wef_outpost_dwarf_port
wh_dlc05_wef_outpost_major_dwarfhold_coast_ruin	wh_dlc05_wef_outpost_major_dwarfhold_coast_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_major_dwarfhold_ruin	wh_dlc05_wef_outpost_major_dwarfhold_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_major_human_1	wh_dlc05_wef_outpost_major_human_1	wh_dlc05_building_wef_outpost_2
wh_dlc05_wef_outpost_major_human_1_coast	wh_dlc05_wef_outpost_major_human_1_coast	wh_dlc05_building_wef_outpost_2
wh_dlc05_wef_outpost_major_human_coast_ruin	wh_dlc05_wef_outpost_major_human_coast_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_major_human_ruin	wh_dlc05_wef_outpost_major_human_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_major_norsca_1	wh_dlc05_wef_outpost_major_norsca_1	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_major_norsca_coast_1	wh_dlc05_wef_outpost_major_norsca_coast_1	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_major_norsca_coast_ruin	wh_dlc05_wef_outpost_major_norsca_coast_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_major_norsca_ruin	wh_dlc05_wef_outpost_major_norsca_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_minor_dwarfhold_1	wh_dlc05_wef_outpost_minor_dwarfhold_1	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_minor_dwarfhold_1_coast	wh_dlc05_wef_outpost_minor_dwarfhold_1_coast	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_minor_dwarfhold_coast_ruin	wh_dlc05_wef_outpost_minor_dwarfhold_coast_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_minor_dwarfhold_ruin	wh_dlc05_wef_outpost_minor_dwarfhold_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_minor_human_1	wh_dlc05_wef_outpost_minor_human_1	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_minor_human_1_coast	wh_dlc05_wef_outpost_minor_human_1_coast	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_minor_human_coast_ruin	wh_dlc05_wef_outpost_minor_human_coast_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_minor_human_ruin	wh_dlc05_wef_outpost_minor_human_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_minor_norsca_1	wh_dlc05_wef_outpost_minor_norsca_1	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_minor_norsca_coast_1	wh_dlc05_wef_outpost_minor_norsca_coast_1	wh_dlc05_building_wef_outpost_1
wh_dlc05_wef_outpost_minor_norsca_coast_ruin	wh_dlc05_wef_outpost_minor_norsca_coast_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_outpost_minor_norsca_ruin	wh_dlc05_wef_outpost_minor_norsca_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_settlement_major_1	wh_dlc05_wef_settlement_major_1	wh_dlc05_building_wef_settlement_major_1
wh_dlc05_wef_settlement_major_1_coast	wh_dlc05_wef_settlement_major_1_coast	wh_dlc05_building_wef_settlement_major_1
wh_dlc05_wef_settlement_major_2	wh_dlc05_wef_settlement_major_2	wh_dlc05_building_wef_settlement_major_2
wh_dlc05_wef_settlement_major_2_coast	wh_dlc05_wef_settlement_major_2_coast	wh_dlc05_building_wef_settlement_major_2
wh_dlc05_wef_settlement_major_3	wh_dlc05_wef_settlement_major_3	wh_dlc05_building_wef_settlement_major_3
wh_dlc05_wef_settlement_major_3_coast	wh_dlc05_wef_settlement_major_3_coast	wh_dlc05_building_wef_settlement_major_3
wh_dlc05_wef_settlement_major_4	wh_dlc05_wef_settlement_major_4	wh_dlc05_building_wef_settlement_major_4
wh_dlc05_wef_settlement_major_4_coast	wh_dlc05_wef_settlement_major_4_coast	wh_dlc05_building_wef_settlement_major_4
wh_dlc05_wef_settlement_major_5	wh_dlc05_wef_settlement_major_5	wh_dlc05_building_wef_settlement_major_5
wh_dlc05_wef_settlement_major_5_coast	wh_dlc05_wef_settlement_major_5_coast	wh_dlc05_building_wef_settlement_major_5
wh_dlc05_wef_settlement_major_main_1	wh_dlc05_wef_settlement_major_main_1	wh_dlc05_building_wef_settlement_major_1
wh_dlc05_wef_settlement_major_main_2	wh_dlc05_wef_settlement_major_main_2	wh_dlc05_building_wef_settlement_major_2
wh_dlc05_wef_settlement_major_main_3	wh_dlc05_wef_settlement_major_main_3	wh_dlc05_building_wef_settlement_major_3
wh_dlc05_wef_settlement_major_main_4	wh_dlc05_wef_settlement_major_main_4	wh_dlc05_building_wef_settlement_major_4
wh_dlc05_wef_settlement_major_main_5	wh_dlc05_wef_settlement_major_main_5	wh_dlc05_building_wef_settlement_major_5
wh_dlc05_wef_settlement_major_main_ruin	wh_dlc05_wef_settlement_major_main_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_settlement_major_ruin	wh_dlc05_wef_settlement_major_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_settlement_major_ruin_coast	wh_dlc05_wef_settlement_major_ruin_coast	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_settlement_minor_1	wh_dlc05_wef_settlement_minor_1	wh_dlc05_building_wef_settlement_minor_1
wh_dlc05_wef_settlement_minor_1_coast	wh_dlc05_wef_settlement_minor_1_coast	wh_dlc05_building_wef_settlement_minor_1
wh_dlc05_wef_settlement_minor_2	wh_dlc05_wef_settlement_minor_2	wh_dlc05_building_wef_settlement_minor_2
wh_dlc05_wef_settlement_minor_2_coast	wh_dlc05_wef_settlement_minor_2_coast	wh_dlc05_building_wef_settlement_minor_2
wh_dlc05_wef_settlement_minor_3	wh_dlc05_wef_settlement_minor_3	wh_dlc05_building_wef_settlement_minor_3
wh_dlc05_wef_settlement_minor_3_coast	wh_dlc05_wef_settlement_minor_3_coast	wh_dlc05_building_wef_settlement_minor_3
wh_dlc05_wef_settlement_minor_ruin	wh_dlc05_wef_settlement_minor_ruin	wh_dlc05_building_wef_settlement_ruin
wh_dlc05_wef_settlement_minor_ruin_coast	wh_dlc05_wef_settlement_minor_ruin_coast	wh_dlc05_building_wef_settlement_ruin
wh_main_HUMAN_outpostnorsca_major_chaosruin	wh_main_HUMAN_outpostnorsca_major_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_outpostnorsca_major_chaosruin_coast	wh_main_HUMAN_outpostnorsca_major_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_outpostnorsca_minor_chaosruin	wh_main_HUMAN_outpostnorsca_minor_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_outpostnorsca_minor_chaosruin_coast	wh_main_HUMAN_outpostnorsca_minor_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_settlement_major_chaosruin	wh_main_HUMAN_settlement_major_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_settlement_major_chaosruin_coast	wh_main_HUMAN_settlement_major_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_settlement_minor_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_settlement_minor_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_HUMAN_settlement_minor_vampireruin	wh_main_HUMAN_settlement_minor_vampireruin	wh_main_building_human_ruin
wh_main_NORSCA_settlement_major_coast_norscaruin_khorne	wh_main_NORSCA_settlement_major_coast_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh_main_NORSCA_settlement_major_coast_norscaruin_nurgle	wh_main_NORSCA_settlement_major_coast_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh_main_NORSCA_settlement_major_coast_norscaruin_slaanesh	wh_main_NORSCA_settlement_major_coast_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh_main_NORSCA_settlement_major_coast_norscaruin_tzeentch	wh_main_NORSCA_settlement_major_coast_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh_main_NORSCA_settlement_major_norscaruin_khorne	wh_main_NORSCA_settlement_major_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh_main_NORSCA_settlement_major_norscaruin_nurgle	wh_main_NORSCA_settlement_major_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh_main_NORSCA_settlement_major_norscaruin_slaanesh	wh_main_NORSCA_settlement_major_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh_main_NORSCA_settlement_major_norscaruin_tzeentch	wh_main_NORSCA_settlement_major_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh_main_NORSCA_settlement_minor_coast_norscaruin_khorne	wh_main_NORSCA_settlement_minor_coast_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh_main_NORSCA_settlement_minor_coast_norscaruin_nurgle	wh_main_NORSCA_settlement_minor_coast_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh_main_NORSCA_settlement_minor_coast_norscaruin_slaanesh	wh_main_NORSCA_settlement_minor_coast_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh_main_NORSCA_settlement_minor_coast_norscaruin_tzeentch	wh_main_NORSCA_settlement_minor_coast_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh_main_NORSCA_settlement_minor_norscaruin_khorne	wh_main_NORSCA_settlement_minor_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh_main_NORSCA_settlement_minor_norscaruin_nurgle	wh_main_NORSCA_settlement_minor_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh_main_NORSCA_settlement_minor_norscaruin_slaanesh	wh_main_NORSCA_settlement_minor_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh_main_NORSCA_settlement_minor_norscaruin_tzeentch	wh_main_NORSCA_settlement_minor_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh_main_brt_outpostnorsca_major_1	wh_main_brt_outpostnorsca_major_1	wh_main_building_brt_settlement_major_1
wh_main_brt_outpostnorsca_major_1_coast	wh_main_brt_outpostnorsca_major_1_coast	wh_main_building_brt_settlement_major_1
wh_main_brt_outpostnorsca_major_2	wh_main_brt_outpostnorsca_major_2	wh_main_building_brt_settlement_major_2
wh_main_brt_outpostnorsca_major_2_coast	wh_main_brt_outpostnorsca_major_2_coast	wh_main_building_brt_settlement_major_2
wh_main_brt_outpostnorsca_major_3	wh_main_brt_outpostnorsca_major_3	wh_main_building_brt_settlement_major_3
wh_main_brt_outpostnorsca_major_3_coast	wh_main_brt_outpostnorsca_major_3_coast	wh_main_building_brt_settlement_major_3
wh_main_brt_outpostnorsca_major_4	wh_main_brt_outpostnorsca_major_4	wh_main_building_brt_settlement_major_4
wh_main_brt_outpostnorsca_major_4_coast	wh_main_brt_outpostnorsca_major_4_coast	wh_main_building_brt_settlement_major_4
wh_main_brt_outpostnorsca_major_5	wh_main_brt_outpostnorsca_major_5	wh_main_building_brt_settlement_major_5
wh_main_brt_outpostnorsca_major_5_coast	wh_main_brt_outpostnorsca_major_5_coast	wh_main_building_brt_settlement_major_5
wh_main_brt_outpostnorsca_minor_1	wh_main_brt_outpostnorsca_minor_1	wh_main_building_brt_settlement_minor_1
wh_main_brt_outpostnorsca_minor_1_coast	wh_main_brt_outpostnorsca_minor_1_coast	wh_main_building_brt_settlement_minor_1
wh_main_brt_outpostnorsca_minor_2	wh_main_brt_outpostnorsca_minor_2	wh_main_building_brt_settlement_minor_2
wh_main_brt_outpostnorsca_minor_2_coast	wh_main_brt_outpostnorsca_minor_2_coast	wh_main_building_brt_settlement_minor_2
wh_main_brt_outpostnorsca_minor_3	wh_main_brt_outpostnorsca_minor_3	wh_main_building_brt_settlement_minor_3
wh_main_brt_outpostnorsca_minor_3_coast	wh_main_brt_outpostnorsca_minor_3_coast	wh_main_building_brt_settlement_minor_3
wh_main_brt_outpostnorsca_ruin_major	wh_main_brt_outpostnorsca_ruin_major	wh_main_building_human_ruin
wh_main_brt_outpostnorsca_ruin_major_coast	wh_main_brt_outpostnorsca_ruin_major_coast	wh_main_building_human_ruin
wh_main_brt_outpostnorsca_ruin_minor	wh_main_brt_outpostnorsca_ruin_minor	wh_main_building_human_ruin
wh_main_brt_outpostnorsca_ruin_minor_coast	wh_main_brt_outpostnorsca_ruin_minor_coast	wh_main_building_human_ruin
wh_main_brt_settlement_major_1	wh_main_brt_settlement_major_1	wh_main_building_brt_settlement_major_1
wh_main_brt_settlement_major_1_coast	wh_main_brt_settlement_major_1_coast	wh_main_building_brt_settlement_major_1
wh_main_brt_settlement_major_2	wh_main_brt_settlement_major_2	wh_main_building_brt_settlement_major_2
wh_main_brt_settlement_major_2_coast	wh_main_brt_settlement_major_2_coast	wh_main_building_brt_settlement_major_2
wh_main_brt_settlement_major_3	wh_main_brt_settlement_major_3	wh_main_building_brt_settlement_major_3
wh_main_brt_settlement_major_3_coast	wh_main_brt_settlement_major_3_coast	wh_main_building_brt_settlement_major_3
wh_main_brt_settlement_major_4	wh_main_brt_settlement_major_4	wh_main_building_brt_settlement_major_4
wh_main_brt_settlement_major_4_coast	wh_main_brt_settlement_major_4_coast	wh_main_building_brt_settlement_major_4
wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_5	wh_main_building_brt_settlement_major_5
wh_main_brt_settlement_major_5_coast	wh_main_brt_settlement_major_5_coast	wh_main_building_brt_settlement_major_5
wh_main_brt_settlement_minor_1	wh_main_brt_settlement_minor_1	wh_main_building_brt_settlement_minor_1
wh_main_brt_settlement_minor_1_coast	wh_main_brt_settlement_minor_1_coast	wh_main_building_brt_settlement_minor_1
wh_main_brt_settlement_minor_2	wh_main_brt_settlement_minor_2	wh_main_building_brt_settlement_minor_2
wh_main_brt_settlement_minor_2_coast	wh_main_brt_settlement_minor_2_coast	wh_main_building_brt_settlement_minor_2
wh_main_brt_settlement_minor_3	wh_main_brt_settlement_minor_3	wh_main_building_brt_settlement_minor_3
wh_main_brt_settlement_minor_3_coast	wh_main_brt_settlement_minor_3_coast	wh_main_building_brt_settlement_minor_3
wh_main_brt_settlement_ruin_major	wh_main_brt_settlement_ruin_major	wh_main_building_human_ruin
wh_main_brt_settlement_ruin_major_coast	wh_main_brt_settlement_ruin_major_coast	wh_main_building_human_ruin
wh_main_brt_settlement_ruin_minor	wh_main_brt_settlement_ruin_minor	wh_main_building_human_ruin
wh_main_brt_settlement_ruin_minor_coast	wh_main_brt_settlement_ruin_minor_coast	wh_main_building_human_ruin
wh_main_dwf_grn_settlement_major_chaosruin	wh_main_dwf_grn_settlement_major_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_dwf_grn_settlement_major_chaosruin_coast	wh_main_dwf_grn_settlement_major_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_dwf_grn_settlement_minor_chaosruin	wh_main_dwf_grn_settlement_minor_chaosruin	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_dwf_grn_settlement_minor_chaosruin_coast	wh_main_dwf_grn_settlement_minor_chaosruin_coast	wh_main_HUMAN_settlement_minor_chaosruin
wh_main_dwf_outpostnorsca_major_1	wh_main_dwf_outpostnorsca_major_1	wh_main_building_dwf_settlement_major_1
wh_main_dwf_outpostnorsca_major_1_coast	wh_main_dwf_outpostnorsca_major_1_coast	wh_main_building_dwf_settlement_major_1
wh_main_dwf_outpostnorsca_major_2	wh_main_dwf_outpostnorsca_major_2	wh_main_building_dwf_settlement_major_2
wh_main_dwf_outpostnorsca_major_2_coast	wh_main_dwf_outpostnorsca_major_2_coast	wh_main_building_dwf_settlement_major_2
wh_main_dwf_outpostnorsca_major_3	wh_main_dwf_outpostnorsca_major_3	wh_main_building_dwf_settlement_major_3
wh_main_dwf_outpostnorsca_major_3_coast	wh_main_dwf_outpostnorsca_major_3_coast	wh_main_building_dwf_settlement_major_3
wh_main_dwf_outpostnorsca_major_4	wh_main_dwf_outpostnorsca_major_4	wh_main_building_dwf_settlement_major_4
wh_main_dwf_outpostnorsca_major_4_coast	wh_main_dwf_outpostnorsca_major_4_coast	wh_main_building_dwf_settlement_major_4
wh_main_dwf_outpostnorsca_major_5	wh_main_dwf_outpostnorsca_major_5	wh_main_building_dwf_settlement_major_5
wh_main_dwf_outpostnorsca_major_5_coast	wh_main_dwf_outpostnorsca_major_5_coast	wh_main_building_dwf_settlement_major_5
wh_main_dwf_outpostnorsca_minor_1	wh_main_dwf_outpostnorsca_minor_1	wh_main_building_dwf_settlement_minor_1
wh_main_dwf_outpostnorsca_minor_1_coast	wh_main_dwf_outpostnorsca_minor_1_coast	wh_main_building_dwf_settlement_minor_1
wh_main_dwf_outpostnorsca_minor_2	wh_main_dwf_outpostnorsca_minor_2	wh_main_building_dwf_settlement_minor_2
wh_main_dwf_outpostnorsca_minor_2_coast	wh_main_dwf_outpostnorsca_minor_2_coast	wh_main_building_dwf_settlement_minor_2
wh_main_dwf_outpostnorsca_minor_3	wh_main_dwf_outpostnorsca_minor_3	wh_main_building_dwf_settlement_minor_3
wh_main_dwf_outpostnorsca_minor_3_coast	wh_main_dwf_outpostnorsca_minor_3_coast	wh_main_building_dwf_settlement_minor_3
wh_main_dwf_settlement_major_1	wh_main_dwf_settlement_major_1	wh_main_building_dwf_settlement_major_1
wh_main_dwf_settlement_major_1_coast	wh_main_dwf_settlement_major_1_coast	wh_main_building_dwf_settlement_major_1
wh_main_dwf_settlement_major_2	wh_main_dwf_settlement_major_2	wh_main_building_dwf_settlement_major_2
wh_main_dwf_settlement_major_2_coast	wh_main_dwf_settlement_major_2_coast	wh_main_building_dwf_settlement_major_2
wh_main_dwf_settlement_major_3	wh_main_dwf_settlement_major_3	wh_main_building_dwf_settlement_major_3
wh_main_dwf_settlement_major_3_coast	wh_main_dwf_settlement_major_3_coast	wh_main_building_dwf_settlement_major_3
wh_main_dwf_settlement_major_4	wh_main_dwf_settlement_major_4	wh_main_building_dwf_settlement_major_4
wh_main_dwf_settlement_major_4_coast	wh_main_dwf_settlement_major_4_coast	wh_main_building_dwf_settlement_major_4
wh_main_dwf_settlement_major_5	wh_main_dwf_settlement_major_5	wh_main_building_dwf_settlement_major_5
wh_main_dwf_settlement_major_5_coast	wh_main_dwf_settlement_major_5_coast	wh_main_building_dwf_settlement_major_5
wh_main_dwf_settlement_minor_1	wh_main_dwf_settlement_minor_1	wh_main_building_dwf_settlement_minor_1
wh_main_dwf_settlement_minor_1_coast	wh_main_dwf_settlement_minor_1_coast	wh_main_building_dwf_settlement_minor_1
wh_main_dwf_settlement_minor_2	wh_main_dwf_settlement_minor_2	wh_main_building_dwf_settlement_minor_2
wh_main_dwf_settlement_minor_2_coast	wh_main_dwf_settlement_minor_2_coast	wh_main_building_dwf_settlement_minor_2
wh_main_dwf_settlement_minor_3	wh_main_dwf_settlement_minor_3	wh_main_building_dwf_settlement_minor_3
wh_main_dwf_settlement_minor_3_coast	wh_main_dwf_settlement_minor_3_coast	wh_main_building_dwf_settlement_minor_3
wh_main_emp_outpostnorsca_major_1	wh_main_emp_outpostnorsca_major_1	wh_main_building_emp_settlement_major_1
wh_main_emp_outpostnorsca_major_1_coast	wh_main_emp_outpostnorsca_major_1_coast	wh_main_building_emp_settlement_major_1
wh_main_emp_outpostnorsca_major_2	wh_main_emp_outpostnorsca_major_2	wh_main_building_emp_settlement_major_2
wh_main_emp_outpostnorsca_major_2_coast	wh_main_emp_outpostnorsca_major_2_coast	wh_main_building_emp_settlement_major_2
wh_main_emp_outpostnorsca_major_3	wh_main_emp_outpostnorsca_major_3	wh_main_building_emp_settlement_major_3
wh_main_emp_outpostnorsca_major_3_coast	wh_main_emp_outpostnorsca_major_3_coast	wh_main_building_emp_settlement_major_3
wh_main_emp_outpostnorsca_major_4	wh_main_emp_outpostnorsca_major_4	wh_main_building_emp_settlement_major_4
wh_main_emp_outpostnorsca_major_4_coast	wh_main_emp_outpostnorsca_major_4_coast	wh_main_building_emp_settlement_major_4
wh_main_emp_outpostnorsca_major_5	wh_main_emp_outpostnorsca_major_5	wh_main_building_emp_settlement_major_5
wh_main_emp_outpostnorsca_major_5_coast	wh_main_emp_outpostnorsca_major_5_coast	wh_main_building_emp_settlement_major_5
wh_main_emp_outpostnorsca_minor_1	wh_main_emp_outpostnorsca_minor_1	wh_main_building_emp_settlement_minor_1
wh_main_emp_outpostnorsca_minor_1_coast	wh_main_emp_outpostnorsca_minor_1_coast	wh_main_building_emp_settlement_minor_1
wh_main_emp_outpostnorsca_minor_2	wh_main_emp_outpostnorsca_minor_2	wh_main_building_emp_settlement_minor_2
wh_main_emp_outpostnorsca_minor_2_coast	wh_main_emp_outpostnorsca_minor_2_coast	wh_main_building_emp_settlement_minor_2
wh_main_emp_outpostnorsca_minor_3	wh_main_emp_outpostnorsca_minor_3	wh_main_building_emp_settlement_minor_3
wh_main_emp_outpostnorsca_minor_3_coast	wh_main_emp_outpostnorsca_minor_3_coast	wh_main_building_emp_settlement_minor_3
wh_main_emp_settlement_major_1	wh_main_emp_settlement_major_1	wh_main_building_emp_settlement_major_1
wh_main_emp_settlement_major_1_coast	wh_main_emp_settlement_major_1_coast	wh_main_building_emp_settlement_major_1
wh_main_emp_settlement_major_2	wh_main_emp_settlement_major_2	wh_main_building_emp_settlement_major_2
wh_main_emp_settlement_major_2_coast	wh_main_emp_settlement_major_2_coast	wh_main_building_emp_settlement_major_2
wh_main_emp_settlement_major_3	wh_main_emp_settlement_major_3	wh_main_building_emp_settlement_major_3
wh_main_emp_settlement_major_3_coast	wh_main_emp_settlement_major_3_coast	wh_main_building_emp_settlement_major_3
wh_main_emp_settlement_major_4	wh_main_emp_settlement_major_4	wh_main_building_emp_settlement_major_4
wh_main_emp_settlement_major_4_coast	wh_main_emp_settlement_major_4_coast	wh_main_building_emp_settlement_major_4
wh_main_emp_settlement_major_5	wh_main_emp_settlement_major_5	wh_main_building_emp_settlement_major_5
wh_main_emp_settlement_major_5_coast	wh_main_emp_settlement_major_5_coast	wh_main_building_emp_settlement_major_5
wh_main_emp_settlement_minor_1	wh_main_emp_settlement_minor_1	wh_main_building_emp_settlement_minor_1
wh_main_emp_settlement_minor_1_coast	wh_main_emp_settlement_minor_1_coast	wh_main_building_emp_settlement_minor_1
wh_main_emp_settlement_minor_2	wh_main_emp_settlement_minor_2	wh_main_building_emp_settlement_minor_2
wh_main_emp_settlement_minor_2_coast	wh_main_emp_settlement_minor_2_coast	wh_main_building_emp_settlement_minor_2
wh_main_emp_settlement_minor_3	wh_main_emp_settlement_minor_3	wh_main_building_emp_settlement_minor_3
wh_main_emp_settlement_minor_3_coast	wh_main_emp_settlement_minor_3_coast	wh_main_building_emp_settlement_minor_3
