battle_set_piece_armies_characters_junctions_tables	1
wh_main_qb_grn_azhag_the_slaughterer_azhags_ard_armour_stage_4_defender_1	wh_main_qb_grn_azhag_the_slaughterer_azhag's_ard_armour_stage_4_defender_1_damsel	enemy_army
wh_main_qb_grn_azhag_the_slaughterer_azhags_ard_armour_stage_4_defender_1	wh_main_qb_grn_azhag_the_slaughterer_azhags_ard_armour_stage_4_defender_1_general	enemy_army
wh_main_qb_grn_azhag_the_slaughterer_azhags_ard_armour_stage_4_player	wh_main_qb_grn_azhag_the_slaughterer_azhags_ard_armour_stage_4_player	
wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_defender_1	wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_defender_1_general	
wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_defender_2	wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_defender_2_general	
wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_player	wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_player	
wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_leitziger_ford_defender_1	wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_leitziger_ford_defender_1_general	
wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_leitziger_ford_defender_1	wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_leitziger_ford_defender_1_wizard	
wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_leitziger_ford_player	wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_player	
wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_4_defender_1	wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_4_defender_1_general	
wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_4_player	wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_4_player	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_broken_leg_gully_defender_1	wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_broken_leg_gully_defender_1_general	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_broken_leg_gully_defender_2	wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_broken_leg_gully_defender_2_master_engineer	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_player	wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_player	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_player	wh_main_qb_grn_grimgor_ironhide_player_night_goblin_shaman_01	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_battle_of_high_pass_defender_1	wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_battle_of_high_pass_defender_1_general	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_battle_of_high_pass_defender_1	wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_battle_of_high_pass_defender_1_sorcerer	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_player	wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_player	
wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_player	wh_main_qb_grn_grimgor_ironhide_player_night_goblin_shaman_01	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_player_warrior_priest	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_player_wizard	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_1	wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_1_general	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_2	wh_main_qb_dwf_thorgrim_grudgebearer_player_master_engineer	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_2	wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_defender_2_general	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_player_1	wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_player_1_general	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_player_1	wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_player_1_goblin_shaman	
wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_player_1	wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass_player_1_shaman	
wh_main_qb_grn_grimgor_ironhide_intro_subterranean_defender_1	wh_main_qb_dwf_thorgrim_grudgebearer_player_thane_01	
wh_main_qb_grn_grimgor_ironhide_intro_subterranean_player	wh_main_qb_grn_grimgor_ironhide_intro_subterranean_player	
wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_defender_1	wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_defender_1_general	army_01
wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_defender_2	wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_defender_2_general	wave_01_inf
wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_player	wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_player	
wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_defender_1	wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_defender_1_general	army_01
wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_defender_1	wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_defender_1_shaman	army_01
wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_defender_2	wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_defender_2_general	wave_01
wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_player	wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_player	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_attacker_1	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_attacker_1_general	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1_damsel	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1_general	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1_paladin_1	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_1_paladin_2	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_2	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_defender_2_general	
wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_player	wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_player	
wh_main_qb_vmp_mannfred_von_carstein_armour_of_templehof_stage_3_player	wh_main_qb_vmp_mannfred_von_carstein_armour_of_templehof_stage_3_player	
wh_main_qb_vmp_mannfred_von_carstein_armour_of_templehof_stage_6_player	wh_main_qb_vmp_mannfred_von_carstein_armour_of_templehof_stage_6_player	
wh_main_qb_vmp_mannfred_von_carstein_intro_battle_of_hel_fenn_defender_1	wh_main_qb_vmp_mannfred_von_carstein_intro_battle_of_hel_fenn_defender_1_general	
wh_main_qb_vmp_mannfred_von_carstein_intro_battle_of_hel_fenn_player	wh_main_qb_vmp_mannfred_von_carstein_intro_battle_of_hel_fenn_player	
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1_general	grn_shaman_1
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1_shaman	grn_shaman_2
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1_shaman_02	grn_shaman_3
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_1_shaman_03	grn_shaman_4
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_2	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_2_general	
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_3	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_defender_3_general	
wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_player	wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_player	
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_1	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_attacker_1_general	
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_2	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_attacker_2_shaman	
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_player_alt	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_player_alt	
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_player_alt	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_player_runesmith	
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_player	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_player	
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_player	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_player_runesmith	
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_attacker_1	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_attacker_1_general	
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_player	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_player	
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_player	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_player_champion	
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_attacker_1	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_attacker_1_general	
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_player	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_player	
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_player	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_player_runesmith	
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_attacker_1	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_defender_general	
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_player	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_player	
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_player	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_player_champion	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1_general	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1_gorebull	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1_wizard_1	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1_wizard_2	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_player	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player_vampire_1	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player_vampire_2	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_player_warrior_priest	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_1	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_1_wizard_1	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_2	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_2	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player_vampire_1	
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player_vampire_2	
