building_culture_variants_tables	4
building	culture	description	icon	subculture	faction	disables	short_description	display_tooltip
wh_main_brt_settlement_ruin_minor_coast		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh_main_brt_smiths_1	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_armourer			false	wh_main_brt_smiths_1	true
wh_main_brt_smiths_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_armourer			false	wh_main_brt_smiths_2	true
wh_main_brt_stables_1	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables			false	wh_main_brt_stables_1	true
wh_main_brt_stables_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables			false	wh_main_brt_stables_2	true
wh_main_brt_stables_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables			false	wh_main_brt_stables_3	true
wh_main_brt_stables_4	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables			false	wh_main_brt_stables_4	true
wh_main_brt_stables_4	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables		wh2_main_brt_knights_of_origo	true	wh_main_brt_stables_4	true
wh_main_brt_stables_4	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables		wh2_main_brt_knights_of_the_flame	true	wh_main_brt_stables_4	true
wh_main_brt_stables_4	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables		wh2_main_brt_thegans_crusaders	true	wh_main_brt_stables_4	true
wh_main_brt_stables_5	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables			false	wh_main_brt_stables_5	true
wh_main_brt_stables_5	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables		wh2_main_brt_knights_of_origo	true	wh_main_brt_stables_5	true
wh_main_brt_stables_5	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables		wh2_main_brt_knights_of_the_flame	true	wh_main_brt_stables_5	true
wh_main_brt_stables_5	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_stables		wh2_main_brt_thegans_crusaders	true	wh_main_brt_stables_5	true
wh_main_brt_tavern_1	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_tavern			false	wh_main_emp_tavern_1	true
wh_main_brt_tavern_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_tavern			false	wh_main_emp_tavern_2	true
wh_main_brt_tavern_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_tavern			false	wh_main_emp_tavern_3	true
wh_main_brt_tavern_4	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_tavern			false	wh_main_brt_tavern_4	true
wh_main_brt_walls_1	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	empire_walls			false	wh_main_emp_walls_1	true
wh_main_brt_walls_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	empire_walls			false	wh_main_emp_walls_2	true
wh_main_brt_walls_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	empire_walls			false	wh_main_emp_walls_3	true
wh_main_brt_worship_1	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship			false	wh_main_brt_worship_1	true
wh_main_brt_worship_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship			false	wh_main_brt_worship_2	true
wh_main_brt_worship_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship		wh2_main_brt_knights_of_origo	true	wh_main_brt_worship_2	true
wh_main_brt_worship_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship		wh2_main_brt_knights_of_the_flame	true	wh_main_brt_worship_2	true
wh_main_brt_worship_2	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship		wh2_main_brt_thegans_crusaders	true	wh_main_brt_worship_2	true
wh_main_brt_worship_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship			false	wh_main_brt_worship_3	true
wh_main_brt_worship_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship		wh2_main_brt_knights_of_origo	true	wh_main_brt_worship_3	true
wh_main_brt_worship_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship		wh2_main_brt_knights_of_the_flame	true	wh_main_brt_worship_3	true
wh_main_brt_worship_3	wh_main_brt_bretonnia	wh_main_PLACEHOLDER	bretonnia_worship		wh2_main_brt_thegans_crusaders	true	wh_main_brt_worship_3	true
wh_main_chs_port	wh_main_chs_chaos	wh_main_PLACEHOLDER	chaos_port			false	%placeholder%	true
wh_main_dwf_barracks_1		wh_main_PLACEHOLDER	dwarf_barracks			false	wh_main_dwf_barracks_1	true
wh_main_dwf_barracks_2		wh_main_PLACEHOLDER	dwarf_barracks			false	wh_main_dwf_barracks_2	true
wh_main_dwf_barracks_3		wh_main_PLACEHOLDER	dwarf_barracks			false	wh_main_dwf_barracks_3	true
wh_main_dwf_barracks_4		wh_main_PLACEHOLDER	dwarf_hall_of_oaths			false	wh_main_dwf_barracks_4	true
wh_main_dwf_barracks_4		wh_main_PLACEHOLDER	dwarf_hall_of_oaths		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_barracks_4	true
wh_main_dwf_barracks_4		wh_main_PLACEHOLDER	dwarf_hall_of_oaths		wh2_main_dwf_karak_zorn	true	wh_main_dwf_barracks_4	true
wh_main_dwf_barracks_4		wh_main_PLACEHOLDER	dwarf_hall_of_oaths		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_barracks_4	true
wh_main_dwf_engineer_1		wh_main_PLACEHOLDER	dwarf_engineering			false	wh_main_dwf_engineer_1	true
wh_main_dwf_engineer_1		wh_main_PLACEHOLDER	dwarf_engineering		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_engineer_1	true
wh_main_dwf_engineer_1		wh_main_PLACEHOLDER	dwarf_engineering		wh2_main_dwf_karak_zorn	true	wh_main_dwf_engineer_1	true
wh_main_dwf_engineer_1		wh_main_PLACEHOLDER	dwarf_engineering		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_engineer_1	true
wh_main_dwf_engineer_2		wh_main_PLACEHOLDER	dwarf_engineering			false	wh_main_dwf_engineer_2	true
wh_main_dwf_engineer_2		wh_main_PLACEHOLDER	dwarf_engineering		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_engineer_2	true
wh_main_dwf_engineer_2		wh_main_PLACEHOLDER	dwarf_engineering		wh2_main_dwf_karak_zorn	true	wh_main_dwf_engineer_2	true
wh_main_dwf_engineer_2		wh_main_PLACEHOLDER	dwarf_engineering		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_engineer_2	true
wh_main_dwf_farm_1		wh_main_PLACEHOLDER	dwarf_farm			false	wh_main_dwf_farm_1	true
wh_main_dwf_farm_2		wh_main_PLACEHOLDER	dwarf_farm			false	wh_main_dwf_farm_2	true
wh_main_dwf_farm_3		wh_main_PLACEHOLDER	dwarf_farm			false	wh_main_dwf_farm_3	true
wh_main_dwf_farm_4		wh_main_PLACEHOLDER	dwarf_farm			false	wh_main_dwf_farm_4	true
wh_main_dwf_garrison_1		wh_main_PLACEHOLDER	dwarf_garrison			false	wh_main_dwf_garrison_1	true
wh_main_dwf_garrison_2		wh_main_PLACEHOLDER	dwarf_garrison			false	wh_main_dwf_garrison_2	true
wh_main_dwf_grn_settlement_major_chaosruin		wh_main_PLACEHOLDER	wh_main_HUMAN_settlement_minor_chaosruin			false	wh_main_HUMAN_settlement_minor_chaosruin	true
wh_main_dwf_grn_settlement_major_chaosruin_coast		wh_main_PLACEHOLDER	wh_main_HUMAN_settlement_minor_chaosruin			false	wh_main_HUMAN_settlement_minor_chaosruin	true
wh_main_dwf_grn_settlement_minor_chaosruin		wh_main_PLACEHOLDER	wh_main_HUMAN_settlement_minor_chaosruin			false	wh_main_HUMAN_settlement_minor_chaosruin	true
wh_main_dwf_grn_settlement_minor_chaosruin_coast		wh_main_PLACEHOLDER	wh_main_HUMAN_settlement_minor_chaosruin			false	wh_main_HUMAN_settlement_minor_chaosruin	true
wh_main_dwf_industry_1		wh_main_PLACEHOLDER	dwarf_industry			false	wh_main_dwf_industry_1	true
wh_main_dwf_industry_2		wh_main_PLACEHOLDER	dwarf_industry			false	wh_main_dwf_industry_2	true
wh_main_dwf_industry_3		wh_main_PLACEHOLDER	dwarf_industry			false	wh_main_dwf_industry_3	true
wh_main_dwf_industry_4		wh_main_PLACEHOLDER	dwarf_industry			false	wh_main_dwf_industry_4	true
wh_main_dwf_outpostnorsca_major_1_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_outpostnorsca_major_1	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_outpostnorsca_major_2_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_outpostnorsca_major_2	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_outpostnorsca_major_3_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_outpostnorsca_major_3	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_outpostnorsca_major_4_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_4	true
wh_main_dwf_outpostnorsca_major_4	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_4	true
wh_main_dwf_outpostnorsca_major_5_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_5	true
wh_main_dwf_outpostnorsca_major_5	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_5	true
wh_main_dwf_outpostnorsca_minor_1_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_outpostnorsca_minor_1	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_outpostnorsca_minor_2_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_outpostnorsca_minor_2	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_outpostnorsca_minor_3_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_outpostnorsca_minor_3	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_port_1	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_port			false	wh_main_dwf_port_1	true
wh_main_dwf_port_2	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_port			false	wh_main_dwf_port_2	true
wh_main_dwf_port_3	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_port			false	wh_main_dwf_port_3	true
wh_main_dwf_resource_beer_1		wh_main_PLACEHOLDER	dwarf_underground_river			false	wh_main_dwf_resource_beer_1	true
wh_main_dwf_resource_beer_2		wh_main_PLACEHOLDER	dwarf_underground_river			false	wh_main_dwf_resource_beer_2	true
wh_main_dwf_resource_beer_3		wh_main_PLACEHOLDER	dwarf_underground_river			false	wh_main_dwf_resource_beer_3	true
wh_main_dwf_resource_beer_4		wh_main_PLACEHOLDER	dwarf_underground_river			false	wh_main_dwf_resource_beer_4	true
wh_main_dwf_resource_dyes_1		wh_main_PLACEHOLDER	dwarf_cinnabar			false	wh_main_dwf_resource_dyes_1	true
wh_main_dwf_resource_dyes_2		wh_main_PLACEHOLDER	dwarf_cinnabar			false	wh_main_dwf_resource_dyes_2	true
wh_main_dwf_resource_dyes_3		wh_main_PLACEHOLDER	dwarf_cinnabar			false	wh_main_dwf_resource_dyes_3	true
wh_main_dwf_resource_dyes_4		wh_main_PLACEHOLDER	dwarf_cinnabar			false	wh_main_dwf_resource_dyes_4	true
wh_main_dwf_resource_game_1		wh_main_PLACEHOLDER	dwarf_wild_game			false	wh_main_dwf_resource_game_1	true
wh_main_dwf_resource_game_2		wh_main_PLACEHOLDER	dwarf_wild_game			false	wh_main_dwf_resource_game_2	true
wh_main_dwf_resource_game_3		wh_main_PLACEHOLDER	dwarf_wild_game			false	wh_main_dwf_resource_game_3	true
wh_main_dwf_resource_game_4		wh_main_PLACEHOLDER	dwarf_wild_game			false	wh_main_dwf_resource_game_4	true
wh_main_dwf_resource_gems_1		wh_main_PLACEHOLDER	dwarf_gemstones			false	wh_main_dwf_resource_gems_1	true
wh_main_dwf_resource_gems_2		wh_main_PLACEHOLDER	dwarf_gemstones			false	wh_main_dwf_resource_gems_2	true
wh_main_dwf_resource_gems_3		wh_main_PLACEHOLDER	dwarf_gemstones			false	wh_main_dwf_resource_gems_3	true
wh_main_dwf_resource_gems_4		wh_main_PLACEHOLDER	dwarf_gemstones			false	wh_main_dwf_resource_gems_4	true
wh_main_dwf_resource_gold_1		wh_main_PLACEHOLDER	dwarf_gold			false	wh_main_dwf_resource_gold_1	true
wh_main_dwf_resource_gold_2		wh_main_PLACEHOLDER	dwarf_gold			false	wh_main_dwf_resource_gold_2	true
wh_main_dwf_resource_gold_3		wh_main_PLACEHOLDER	dwarf_gold			false	wh_main_dwf_resource_gold_3	true
wh_main_dwf_resource_gold_4		wh_main_PLACEHOLDER	dwarf_gold			false	wh_main_dwf_resource_gold_4	true
wh_main_dwf_resource_iron_1		wh_main_PLACEHOLDER	dwarf_iron			false	wh_main_dwf_resource_iron_1	true
wh_main_dwf_resource_iron_2		wh_main_PLACEHOLDER	dwarf_iron			false	wh_main_dwf_resource_iron_2	true
wh_main_dwf_resource_iron_3		wh_main_PLACEHOLDER	dwarf_iron			false	wh_main_dwf_resource_iron_3	true
wh_main_dwf_resource_iron_4		wh_main_PLACEHOLDER	dwarf_iron			false	wh_main_dwf_resource_iron_4	true
wh_main_dwf_resource_iron_military		wh_main_PLACEHOLDER	wh_main_dwf_resource_iron_military			false	wh_main_dwf_resource_iron_military	true
wh_main_dwf_resource_marble_1		wh_main_PLACEHOLDER	dwarf_marble			false	wh_main_dwf_resource_marble_1	true
wh_main_dwf_resource_marble_2		wh_main_PLACEHOLDER	dwarf_marble			false	wh_main_dwf_resource_marble_2	true
wh_main_dwf_resource_marble_3		wh_main_PLACEHOLDER	dwarf_marble			false	wh_main_dwf_resource_marble_3	true
wh_main_dwf_resource_marble_4		wh_main_PLACEHOLDER	dwarf_marble			false	wh_main_dwf_resource_marble_4	true
wh_main_dwf_resource_pastures_1		wh_main_PLACEHOLDER	dwarf_pastures			false	wh_main_dwf_resource_pastures_1	true
wh_main_dwf_resource_pastures_2		wh_main_PLACEHOLDER	dwarf_pastures			false	wh_main_dwf_resource_pastures_2	true
wh_main_dwf_resource_pastures_3		wh_main_PLACEHOLDER	dwarf_pastures			false	wh_main_dwf_resource_pastures_3	true
wh_main_dwf_resource_pastures_4		wh_main_PLACEHOLDER	dwarf_pastures			false	wh_main_dwf_resource_pastures_4	true
wh_main_dwf_resource_salt_1		wh_main_PLACEHOLDER	dwarf_brine			false	wh_main_dwf_resource_salt_1	true
wh_main_dwf_resource_salt_2		wh_main_PLACEHOLDER	dwarf_brine			false	wh_main_dwf_resource_salt_2	true
wh_main_dwf_resource_salt_3		wh_main_PLACEHOLDER	dwarf_brine			false	wh_main_dwf_resource_salt_3	true
wh_main_dwf_resource_salt_4		wh_main_PLACEHOLDER	dwarf_brine			false	wh_main_dwf_resource_salt_4	true
wh_main_dwf_resource_salt_military		wh_main_PLACEHOLDER	wh_main_dwf_resource_salt_military			false	wh_main_dwf_resource_salt_military	true
wh_main_dwf_resource_timber_1		wh_main_PLACEHOLDER	dwarf_timber			false	wh_main_dwf_resource_timber_1	true
wh_main_dwf_resource_timber_2		wh_main_PLACEHOLDER	dwarf_timber			false	wh_main_dwf_resource_timber_2	true
wh_main_dwf_resource_timber_3		wh_main_PLACEHOLDER	dwarf_timber			false	wh_main_dwf_resource_timber_3	true
wh_main_dwf_resource_timber_4		wh_main_PLACEHOLDER	dwarf_timber			false	wh_main_dwf_resource_timber_4	true
wh_main_dwf_settlement_major_1_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_settlement_major_1	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_settlement_major_2_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_settlement_major_2	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_settlement_major_3_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_settlement_major_3	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_settlement_major_4_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_4	true
wh_main_dwf_settlement_major_4	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_4	true
wh_main_dwf_settlement_major_5_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_5	true
wh_main_dwf_settlement_major_5	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_5	true
wh_main_dwf_settlement_minor_1_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_settlement_minor_1	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_2	true
wh_main_dwf_settlement_minor_2_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_settlement_minor_2	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_1	true
wh_main_dwf_settlement_minor_3_coast	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_settlement_minor_3	wh_main_dwf_dwarfs	wh_main_PLACEHOLDER	dwarf_city	wh_main_sc_dwf_dwarfs		false	wh_main_dwf_settlement_major_3	true
wh_main_dwf_slayer_1		wh_main_PLACEHOLDER	dwarf_slayer_cult			false	wh_main_dwf_slayer_1	true
wh_main_dwf_slayer_2		wh_main_PLACEHOLDER	dwarf_slayer_cult			false	wh_main_dwf_slayer_2	true
wh_main_dwf_smith_1		wh_main_PLACEHOLDER	dwarf_smithery			false	wh_main_dwf_smith_1	true
wh_main_dwf_smith_2		wh_main_PLACEHOLDER	dwarf_smithery			false	wh_main_dwf_smith_2	true
wh_main_dwf_smith_3		wh_main_PLACEHOLDER	dwarf_smithery			false	wh_main_dwf_smith_3	true
wh_main_dwf_tavern_1		wh_main_PLACEHOLDER	dwarf_tavern			false	wh_main_dwf_tavern_1	true
wh_main_dwf_tavern_2		wh_main_PLACEHOLDER	dwarf_tavern			false	wh_main_dwf_tavern_2	true
wh_main_dwf_tavern_3		wh_main_PLACEHOLDER	dwarf_tavern			false	wh_main_dwf_tavern_3	true
wh_main_dwf_tavern_3		wh_main_PLACEHOLDER	dwarf_tavern		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_tavern_3	true
wh_main_dwf_tavern_3		wh_main_PLACEHOLDER	dwarf_tavern		wh2_main_dwf_karak_zorn	true	wh_main_dwf_tavern_3	true
wh_main_dwf_tavern_3		wh_main_PLACEHOLDER	dwarf_tavern		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_tavern_3	true
wh_main_dwf_trade_depot_1		wh_main_PLACEHOLDER	dwarf_trade_depot			false	wh_main_dwf_trade_depot_1	true
wh_main_dwf_trade_depot_2		wh_main_PLACEHOLDER	dwarf_trade_depot			false	wh_main_dwf_trade_depot_2	true
wh_main_dwf_wall_1		wh_main_PLACEHOLDER	dwarf_walls			false	wh_main_dwf_wall_1	true
wh_main_dwf_wall_2		wh_main_PLACEHOLDER	dwarf_walls			false	wh_main_dwf_wall_2	true
wh_main_dwf_wall_3		wh_main_PLACEHOLDER	dwarf_walls			false	wh_main_dwf_wall_3	true
wh_main_dwf_workshop_1		wh_main_PLACEHOLDER	dwarf_guild_worshops			false	wh_main_dwf_workshop_1	true
wh_main_dwf_workshop_2		wh_main_PLACEHOLDER	dwarf_guild_worshops			false	wh_main_dwf_workshop_2	true
wh_main_dwf_workshop_2		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_workshop_2	true
wh_main_dwf_workshop_2		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_karak_zorn	true	wh_main_dwf_workshop_2	true
wh_main_dwf_workshop_2		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_workshop_2	true
wh_main_dwf_workshop_3		wh_main_PLACEHOLDER	dwarf_guild_worshops			false	wh_main_dwf_workshop_3	true
wh_main_dwf_workshop_3		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_workshop_3	true
wh_main_dwf_workshop_3		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_karak_zorn	true	wh_main_dwf_workshop_3	true
wh_main_dwf_workshop_3		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_workshop_3	true
wh_main_dwf_workshop_4		wh_main_PLACEHOLDER	dwarf_guild_worshops			false	wh_main_dwf_workshop_4	true
wh_main_dwf_workshop_4		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_greybeards_prospectors	true	wh_main_dwf_workshop_4	true
wh_main_dwf_workshop_4		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_karak_zorn	true	wh_main_dwf_workshop_4	true
wh_main_dwf_workshop_4		wh_main_PLACEHOLDER	dwarf_guild_worshops		wh2_main_dwf_spine_of_sotek_dwarfs	true	wh_main_dwf_workshop_4	true
wh_main_emp_barracks_1	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_barracks			false	wh_main_emp_barracks_1	true
wh_main_emp_barracks_2	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_barracks			false	wh_main_emp_barracks_2	true
wh_main_emp_barracks_3	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_barracks			false	wh_main_emp_barracks_3	true
wh_main_emp_farm_basic_1	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_farm			false	wh_main_emp_farm_basic_1	true
wh_main_emp_farm_basic_2	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_farm			false	wh_main_emp_farm_basic_2	true
wh_main_emp_farm_basic_3	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_farm			false	wh_main_emp_farm_basic_3	true
wh_main_emp_forges_1	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_forge			false	wh_main_emp_forges_1	true
wh_main_emp_forges_2	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_forge			false	wh_main_emp_forges_2	true
wh_main_emp_forges_3	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_forge			false	wh_main_emp_forges_3	true
wh_main_emp_garrison_1	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_garrison			false	wh_main_emp_garrison_1	true
wh_main_emp_garrison_2	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_garrison			false	wh_main_emp_garrison_2	true
wh_main_emp_industry_basic_1	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_industry			false	wh_main_emp_industry_basic_1	true
wh_main_emp_industry_basic_2	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_industry			false	wh_main_emp_industry_basic_2	true
wh_main_emp_industry_basic_3	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_industry			false	wh_main_emp_industry_basic_3	true
wh_main_emp_outpostnorsca_major_1_coast	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_1	true
wh_main_emp_outpostnorsca_major_1	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_1	true
wh_main_emp_outpostnorsca_major_2_coast	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_2	true
wh_main_emp_outpostnorsca_major_2	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_2	true
wh_main_emp_outpostnorsca_major_3_coast	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_3	true
wh_main_emp_outpostnorsca_major_3	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_3	true
wh_main_emp_outpostnorsca_major_4_coast	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_4	true
wh_main_emp_outpostnorsca_major_4	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_4	true
wh_main_emp_outpostnorsca_major_5_coast	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_5	true
wh_main_emp_outpostnorsca_major_5	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_5	true
wh_main_emp_outpostnorsca_minor_1_coast	wh_main_emp_empire	wh_main_PLACEHOLDER	empire_city			false	wh_main_emp_settlement_major_1	true
