campaign_group_members_tables	1
wh2_main_event_feed_scripted_intro_lord_skrolk	wh2_main_event_feed_scripted_intro_lord_skrolk	0
wh2_main_event_feed_scripted_intro_malekith	wh2_main_event_feed_scripted_intro_malekith	0
wh2_main_event_feed_scripted_intro_morathi	wh2_main_event_feed_scripted_intro_morathi	0
wh2_main_event_feed_scripted_intro_queek_headtaker	wh2_main_event_feed_scripted_intro_queek_headtaker	0
wh2_main_event_feed_scripted_intro_teclis	wh2_main_event_feed_scripted_intro_teclis	0
wh2_main_event_feed_scripted_intro_tyrion	wh2_main_event_feed_scripted_intro_tyrion	0
wh2_main_event_feed_scripted_rite_expired_def	wh2_main_event_feed_scripted_rite_expired_def	0
wh2_main_event_feed_scripted_rite_expired_hef	wh2_main_event_feed_scripted_rite_expired_hef	0
wh2_main_event_feed_scripted_rite_expired_lzd	wh2_main_event_feed_scripted_rite_expired_lzd	0
wh2_main_event_feed_scripted_rite_expired_skv	wh2_main_event_feed_scripted_rite_expired_skv	0
wh2_main_event_feed_scripted_rite_unlocked_def	wh2_main_event_feed_scripted_rite_unlocked_def	0
wh2_main_event_feed_scripted_rite_unlocked_hef	wh2_main_event_feed_scripted_rite_unlocked_hef	0
wh2_main_event_feed_scripted_rite_unlocked_lzd	wh2_main_event_feed_scripted_rite_unlocked_lzd	0
wh2_main_event_feed_scripted_rite_unlocked_skv	wh2_main_event_feed_scripted_rite_unlocked_skv	0
wh2_main_event_feed_scripted_ritual_4_completed_def	wh2_main_event_feed_scripted_ritual_4_completed_def	0
wh2_main_event_feed_scripted_ritual_4_completed_hef	wh2_main_event_feed_scripted_ritual_4_completed_hef	0
wh2_main_event_feed_scripted_ritual_4_completed_lzd	wh2_main_event_feed_scripted_ritual_4_completed_lzd	0
wh2_main_event_feed_scripted_ritual_4_completed_skv	wh2_main_event_feed_scripted_ritual_4_completed_skv	0
wh2_main_event_feed_scripted_ritual_site_lost_def	wh2_main_event_feed_scripted_ritual_site_lost_def	0
wh2_main_event_feed_scripted_ritual_site_lost_hef	wh2_main_event_feed_scripted_ritual_site_lost_hef	0
wh2_main_event_feed_scripted_ritual_site_lost_lzd	wh2_main_event_feed_scripted_ritual_site_lost_lzd	0
wh2_main_event_feed_scripted_ritual_site_lost_skv	wh2_main_event_feed_scripted_ritual_site_lost_skv	0
wh2_main_event_feed_scripted_ritual_site_recaptured_def	wh2_main_event_feed_scripted_ritual_site_recaptured_def	0
wh2_main_event_feed_scripted_ritual_site_recaptured_hef	wh2_main_event_feed_scripted_ritual_site_recaptured_hef	0
wh2_main_event_feed_scripted_ritual_site_recaptured_lzd	wh2_main_event_feed_scripted_ritual_site_recaptured_lzd	0
wh2_main_event_feed_scripted_ritual_site_recaptured_skv	wh2_main_event_feed_scripted_ritual_site_recaptured_skv	0
wh2_main_event_feed_scripted_scout_ruins_success	wh2_main_event_feed_scripted_scout_ruins_success	0
wh2_main_feature_dark_elves	wh2_main_feature_dark_elves	0
wh2_main_feature_high_elves	wh2_main_feature_high_elves	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_chs_chaos_incursion_def	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_chs_chaos_incursion_hef	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_chs_chaos_incursion_lzd	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_chs_chaos_incursion_skv	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_def_dark_elves_intervention	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_hef_high_elves_intervention	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_lzd_lizardmen_intervention	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_nor_hung_incursion_def	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_nor_hung_incursion_hef	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_nor_hung_incursion_lzd	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_nor_hung_incursion_skv	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_skv_skaven_intervention	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_skv_unknown_clan_def	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_skv_unknown_clan_hef	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_skv_unknown_clan_lzd	0
wh2_main_feature_intervention_factions	wh2_main_feature_intervention_factions_wh2_main_skv_unknown_clan_skv	0
wh2_main_feature_lizardmen	wh2_main_feature_lizardmen	0
wh2_main_feature_skaven	wh2_main_feature_skaven	0
wh2_main_feature_tor_elithis	wh2_main_feature_tor_elithis	0
wh2_main_feature_vauls_expedition	wh2_main_feature_vauls_expedition	0
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves	wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_deadwood_shagrath	0
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves	wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_deadwood_the_frozen_city	0
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves	wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_doom_glades_ice_rock_gorge	0
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves	wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_doom_glades_temple_of_addaioth	0
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves	wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_the_black_flood_temple_of_khaine	0
wh2_main_gc_abandoned_regions_wh2_main_hef_high_elves	wh2_main_gc_abandoned_regions_wh2_main_hef_high_elves_wh2_main_eataine_shrine_of_asuryan	0
wh2_main_gc_abandoned_regions_wh2_main_hef_high_elves	wh2_main_gc_abandoned_regions_wh2_main_hef_high_elves_wh2_main_volcanic_islands_fuming_serpent	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_headhunters_jungle_mangrove_coast	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_huahuan_desert_chamber_of_visions	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_isthmus_of_lustria_ziggurat_of_dawn	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_jungles_of_green_mists_spektazuma	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_jungles_of_green_mists_wellsprings_of_eternity	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_kingdom_of_beasts_serpent_coast	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_kingdom_of_beasts_the_cursed_jungle	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_northern_great_jungle_chaqua	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_northern_great_jungle_temple_of_tlencan	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_northern_great_jungle_xahutec	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_northern_jungle_of_pahualaxa_macu_peaks	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_northern_jungle_of_pahualaxa_shrine_of_sotek	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_southern_great_jungle_axlotl	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_southern_great_jungle_subatuun	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_southern_jungle_of_pahualaxa_monument_of_the_moon	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_southern_jungle_of_pahualaxa_pahuax	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_the_creeping_jungle_temple_of_kara	0
wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen	wh2_main_gc_abandoned_regions_wh2_main_lzd_lizardmen_wh2_main_the_creeping_jungle_tlanxla	0
wh2_main_gc_abandoned_regions_wh_main_brt_bretonnia	wh2_main_gc_abandoned_regions_wh_main_brt_bretonnia_wh2_main_great_desert_of_araby_el-kalabad	0
wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs	wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs_wh2_main_southlands_worlds_edge_mountains_lost_plateau	0
wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs	wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs_wh2_main_spine_of_sotek_hualotal	0
wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs	wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs_wh2_main_spine_of_sotek_mine_of_the_bearded_skulls	0
wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs	wh2_main_gc_abandoned_regions_wh_main_dwf_dwarfs_wh2_main_spine_of_sotek_monument_of_izzatal	0
wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts	wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts_wh2_main_ash_river_numas	0
wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts	wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts_wh2_main_crater_of_the_walking_dead_doom_glade	0
wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts	wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts_wh2_main_devils_backbone_lybaras	0
wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts	wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts_wh2_main_great_desert_of_araby_bel_aliad	0
wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts	wh2_main_gc_abandoned_regions_wh_main_vmp_vampire_counts_wh2_main_shifting_sands_antoch	0
wh2_main_rite_def	wh2_main_rite_def_cult_of_pleasure	0
wh2_main_rite_def	wh2_main_rite_def_naggarond	0
wh2_main_ritual_def	wh2_main_ritual_def_cult_of_pleasure	0
wh2_main_ritual_def	wh2_main_ritual_def_naggarond	0
wh2_main_ritual_def_playable	wh2_main_ritual_def_wh2_dlc11_def_the_blessed_dread	0
wh2_main_ritual_def_playable	wh2_main_ritual_def_wh2_main_def_cult_of_pleasure	0
wh2_main_ritual_def_playable	wh2_main_ritual_def_wh2_main_def_har_ganeth	0
wh2_main_ritual_def_playable	wh2_main_ritual_def_wh2_main_def_naggarond	0
wh2_main_ritual_hef	wh2_main_ritual_hef	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_caledor	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_chrace	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_citadel_of_dusk	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_cothique	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_eataine	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_ellyrion	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_fortress_of_dawn	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_order_of_loremasters	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_saphery	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_tiranoc	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_tor_elasor	0
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth_yvresse	0
wh2_main_ritual_hef_playable	wh2_main_ritual_hef_wh2_main_hef_avelorn	0
wh2_main_ritual_hef_playable	wh2_main_ritual_hef_wh2_main_hef_eataine	0
wh2_main_ritual_hef_playable	wh2_main_ritual_hef_wh2_main_hef_nagarythe	0
wh2_main_ritual_hef_playable	wh2_main_ritual_hef_wh2_main_hef_order_of_loremasters	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_bleak_holds	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_blood_hall_coven	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_clar_karond	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_cult_of_excess	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_cult_of_pleasure	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_deadwood_sentinels	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_drackla_coven	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_ghrond	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_hag_graef	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_naggarond	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_scourge_of_khaine	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_ssildra_tor	0
wh2_main_ritual_hekarti	wh2_main_ritual_hekarti_the_forgebound	0
wh2_main_ritual_hekarti	wh2_main_ritual_karond_kar	0
wh2_main_ritual_lzd	wh2_main_ritual_lzd	0
wh2_main_ritual_lzd_playable	wh2_main_ritual_lzd_wh2_main_lzd_hexoatl	0
wh2_main_ritual_lzd_playable	wh2_main_ritual_lzd_wh2_main_lzd_last_defenders	0
wh2_main_ritual_skv	wh2_main_ritual_skv	0
wh2_main_ritual_skv_eshin	wh2_main_ritual_skv_eshin	0
wh2_main_ritual_skv_mors	wh2_main_ritual_skv_mors	0
wh2_main_ritual_skv_moulder	wh2_main_ritual_skv_moulder	0
wh2_main_ritual_skv_pestilens	wh2_main_ritual_skv_pestilens	0
wh2_main_ritual_skv_skyre	wh2_main_ritual_skv_skyre	0
wh2_main_ritual_skv_playable	wh2_main_ritual_skv_wh2_dlc09_skv_clan_rictus	0
wh2_main_ritual_skv_playable	wh2_main_ritual_skv_wh2_main_skv_clan_mors	0
wh2_main_ritual_skv_playable	wh2_main_ritual_skv_wh2_main_skv_clan_pestilens	0
wh2_main_sc_brt_bretonnia_occupation_decision_colonise	wh2_main_sc_brt_bretonnia_occupation_decision_colonise	0
wh2_main_sc_brt_bretonnia_occupation_decision_do_nothing	wh2_main_sc_brt_bretonnia_occupation_decision_do_nothing	0
wh2_main_sc_brt_bretonnia_occupation_decision_occupy	wh2_main_sc_brt_bretonnia_occupation_decision_occupy	0
wh2_main_sc_brt_bretonnia_occupation_decision_resettle	wh2_main_sc_brt_bretonnia_occupation_decision_resettle	0
wh2_main_sc_brt_bretonnia_occupation_decision_treasure_hunt	wh2_main_sc_brt_bretonnia_occupation_decision_treasure_hunt	0
wh2_main_sc_brt_bretonnia_occupation_decision_vassal	wh2_main_sc_brt_bretonnia_occupation_decision_vassal	0
wh2_main_sc_bst_beastmen_occupation_decision_do_nothing	wh2_main_sc_bst_beastmen_occupation_decision_do_nothing	0
wh2_main_sc_bst_beastmen_occupation_decision_raze_without_occupy	wh2_main_sc_bst_beastmen_occupation_decision_raze_without_occupy	0
wh2_main_sc_bst_beastmen_occupation_decision_treasure_hunt	wh2_main_sc_bst_beastmen_occupation_decision_treasure_hunt	0
wh2_main_sc_chs_chaos_occupation_decision_do_nothing	wh2_main_sc_chs_chaos_occupation_decision_do_nothing	0
wh2_main_sc_chs_chaos_occupation_decision_liberate	wh2_main_sc_chs_chaos_occupation_decision_liberate	0
wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy	wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy	0
wh2_main_sc_chs_chaos_occupation_decision_sack	wh2_main_sc_chs_chaos_occupation_decision_sack_wh_main_chs_chaos	0
wh2_main_sc_chs_chaos_occupation_decision_sack	wh2_main_sc_chs_chaos_occupation_decision_sack_wh_main_chs_chaos_rebels	0
wh2_main_sc_chs_chaos_occupation_decision_sack	wh2_main_sc_chs_chaos_occupation_decision_sack_wh_main_chs_chaos_separatists	0
wh2_main_sc_chs_chaos_occupation_decision_treasure_hunt	wh2_main_sc_chs_chaos_occupation_decision_treasure_hunt	0
wh2_main_sc_chs_chaos_occupation_decision_vassal	wh2_main_sc_chs_chaos_occupation_decision_vassal	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_dlc11_def_the_blessed_dread_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_bleak_holds	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_blood_hall_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_clar_karond	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_cult_of_excess	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_cult_of_pleasure	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_cult_of_pleasure_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_dark_elves_rebels	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_deadwood_sentinels	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_drackla_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_ghrond	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_hag_graef	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_har_ganeth	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_har_ganeth_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_karond_kar	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_naggarond	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_naggarond_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_scourge_of_khaine	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_ssildra_tor	0
wh2_main_sc_def_dark_elves_occupation_decision_colonise	wh2_main_sc_def_dark_elves_occupation_decision_colonise_wh2_main_def_the_forgebound	0
wh2_main_sc_def_dark_elves_occupation_decision_do_nothing	wh2_main_sc_def_dark_elves_occupation_decision_do_nothing	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_dlc11_def_the_blessed_dread_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_bleak_holds	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_blood_hall_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_clar_karond	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_cult_of_excess	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_cult_of_pleasure	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_cult_of_pleasure_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_dark_elves_rebels	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_deadwood_sentinels	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_drackla_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_ghrond	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_hag_graef	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_har_ganeth	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_har_ganeth_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_karond_kar	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_naggarond	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_naggarond_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_scourge_of_khaine	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_ssildra_tor	0
wh2_main_sc_def_dark_elves_occupation_decision_loot	wh2_main_sc_def_dark_elves_occupation_decision_loot_wh2_main_def_the_forgebound	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_dlc11_def_the_blessed_dread_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_bleak_holds	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_blood_hall_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_clar_karond	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_cult_of_excess	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_cult_of_pleasure	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_cult_of_pleasure_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_dark_elves_rebels	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_deadwood_sentinels	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_drackla_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_ghrond	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_hag_graef	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_har_ganeth	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_har_ganeth_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_karond_kar	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_naggarond	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_naggarond_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_scourge_of_khaine	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_ssildra_tor	0
wh2_main_sc_def_dark_elves_occupation_decision_occupy	wh2_main_sc_def_dark_elves_occupation_decision_occupy_wh2_main_def_the_forgebound	0
wh2_main_sc_def_dark_elves_occupation_decision_raze_without_occupy	wh2_main_sc_def_dark_elves_occupation_decision_raze_without_occupy	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_dlc11_def_the_blessed_dread_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_bleak_holds	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_blood_hall_coven	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_clar_karond	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_cult_of_excess	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_cult_of_pleasure	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_cult_of_pleasure_separatists	0
wh2_main_sc_def_dark_elves_occupation_decision_resettle	wh2_main_sc_def_dark_elves_occupation_decision_resettle_wh2_main_def_dark_elves_rebels	0
